기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2020,1,A,골목상권,1000873,서초대로64길,37600,20771,16829,57,7011,9434,8670,10586,1842,29,2689,5015,4514,7163,1361,28,4322,4419,4156,3423,481
2020,1,A,골목상권,1000872,서초대로4길,10140,4542,5598,28,1886,2617,2462,1862,1285,11,653,1116,1089,905,768,17,1233,1501,1373,957,517
2020,1,A,골목상권,1000871,서초대로25길,24314,16435,7879,106,4990,7269,5855,4164,1930,58,2305,4767,4433,3344,1528,48,2685,2502,1422,820,402
2020,1,A,골목상권,1000870,서초대로23길,14565,9691,4874,43,2337,3705,3867,3085,1528,22,1049,2314,2748,2370,1188,21,1288,1391,1119,715,340
2020,1,A,골목상권,1000869,서초대로15길,9192,5518,3674,30,1668,2228,2112,1684,1470,19,709,1313,1305,1049,1123,11,959,915,807,635,347
2020,1,A,골목상권,1000868,사평대로57길,9692,5277,4415,23,2181,2959,2377,1412,740,3,729,1591,1581,861,512,20,1452,1368,796,551,228
2020,1,A,골목상권,1000867,사평대로26길,8763,6278,2485,31,1301,2349,2263,1786,1033,13,701,1708,1772,1341,743,18,600,641,491,445,290
2020,1,A,골목상권,1000866,사평대로22길,83130,76093,7037,35,8034,17085,21932,32915,3129,16,6503,14918,20092,31859,2705,19,1531,2167,1840,1056,424
2020,1,A,골목상권,1000865,사임당로17길,18885,10560,8325,54,3095,5532,5094,3752,1358,32,1353,3183,2952,2067,973,22,1742,2349,2142,1685,385
2020,1,A,골목상권,1000864,방배로42길,19353,11886,7467,56,4076,5642,5020,3373,1186,21,1447,3361,3570,2531,956,35,2629,2281,1450,842,230
2020,1,A,골목상권,1000863,방배로35길,14040,8753,5287,45,2919,3994,3226,2662,1194,10,1039,2388,2311,2037,968,35,1880,1606,915,625,226
2020,1,A,골목상권,1000862,방배로18길,16840,11174,5666,81,3310,5220,4087,3098,1044,62,1567,3114,3035,2604,792,19,1743,2106,1052,494,252
2020,1,A,골목상권,1000861,반포대로9길,15176,11618,3558,15,1629,4660,4470,2975,1427,6,940,3607,3698,2393,974,9,689,1053,772,582,453
2020,1,A,골목상권,1000860,바우뫼로39길,39654,19271,20383,492,8808,9187,11046,6992,3129,236,4317,5422,4328,2604,2364,256,4491,3765,6718,4388,765
2020,1,A,골목상권,1000859,마방로2길,11756,8032,3724,54,1886,3149,2959,2368,1340,30,1016,2143,2116,1678,1049,24,870,1006,843,690,291
2020,1,A,골목상권,1000858,방배천로4안길,6670,3345,3325,11,1175,1741,1631,1195,917,3,392,798,816,709,627,8,783,943,815,486,290
2020,1,A,골목상권,1000857,동산로19길,14591,9621,4970,35,2268,4095,3799,2565,1829,17,1228,2718,2639,1669,1350,18,1040,1377,1160,896,479
2020,1,A,골목상권,1000856,동산로10길,9541,6026,3515,37,1657,2897,2324,1683,943,16,878,1823,1482,1116,711,21,779,1074,842,567,232
2020,1,A,골목상권,1000855,동광로39길,83553,76161,7392,42,8224,17347,22130,32757,3053,22,6604,15010,20184,31684,2657,20,1620,2337,1946,1073,396
2020,1,A,골목상권,1000854,동광로1길,18425,8873,9552,82,3241,4438,4954,3232,2478,67,997,1910,2270,1745,1884,15,2244,2528,2684,1487,594
2020,1,A,골목상권,1000853,동광로12길,16378,7732,8646,41,2860,3929,4673,3062,1813,19,968,1743,2280,1575,1147,22,1892,2186,2393,1487,666
2020,1,A,골목상권,1000852,논현로27길,43316,22358,20958,444,9311,10840,12210,7550,2961,214,4629,6597,5384,3167,2367,230,4682,4243,6826,4383,594
2020,1,A,골목상권,1000851,논현로1길,10640,6745,3895,39,2086,3148,2518,1816,1033,23,1269,2062,1534,1102,755,16,817,1086,984,714,278
2020,1,A,골목상권,1000850,남부순환로339길,10187,6065,4122,25,2320,3177,2368,1586,711,7,912,1974,1634,1031,507,18,1408,1203,734,555,204
2020,1,A,골목상권,1000849,남부순환로325길,21342,12721,8621,33,3446,6484,4846,4022,2511,12,1580,3541,3071,2698,1819,21,1866,2943,1775,1324,692
2020,1,A,골목상권,1000848,남부순환로317길,21593,13962,7631,26,3057,7074,5526,3765,2145,12,1416,4293,4011,2678,1552,14,1641,2781,1515,1087,593
2020,1,A,골목상권,1000847,고무래로8길,13873,8968,4905,51,1917,3635,3853,2761,1656,16,938,2304,2759,1866,1085,35,979,1331,1094,895,571
2020,1,A,골목상권,1000846,강남대로8길,28099,21600,6499,54,3219,6302,8273,8682,1569,26,1934,4597,6382,7416,1245,28,1285,1705,1891,1266,324
2020,1,A,골목상권,1000845,강남대로34길,19439,13196,6243,115,3510,5603,4524,3149,2538,57,1887,3958,3327,2118,1849,58,1623,1645,1197,1031,689
2020,1,A,골목상권,1000844,강남대로23길,17856,11217,6639,338,5243,5177,3755,2270,1073,156,2717,3479,2668,1415,782,182,2526,1698,1087,855,291
2020,1,A,골목상권,1000843,소담길,1287,662,625,0,188,300,337,255,207,0,66,145,154,137,160,0,122,155,183,118,47
2020,1,A,골목상권,1000842,원신길,810,406,404,8,99,206,220,189,88,2,29,89,125,91,70,6,70,117,95,98,18
2020,1,A,골목상권,1000841,양지길,354,148,206,2,30,61,112,93,56,1,5,15,49,44,34,1,25,46,63,49,22
2020,1,A,골목상권,1000840,양산길,658,370,288,1,97,127,198,167,68,0,47,70,118,92,43,1,50,57,80,75,25
2020,1,A,골목상권,1000839,호암로24길,2828,2180,648,5,419,643,839,667,255,2,283,486,669,544,196,3,136,157,170,123,59
2020,1,A,골목상권,1000838,호암로20길,2148,1594,554,8,357,601,628,393,161,1,240,436,498,294,125,7,117,165,130,99,36
2020,1,A,골목상권,1000837,행운길,6560,3975,2585,22,1181,1767,1468,1253,869,12,575,1123,909,722,634,10,606,644,559,531,235
2020,1,A,골목상권,1000836,행운1길,2989,1601,1388,16,488,629,710,702,444,10,208,318,380,387,298,6,280,311,330,315,146
2020,1,A,골목상권,1000835,청림3길,3726,2032,1694,5,570,1164,1162,590,235,4,250,635,647,337,159,1,320,529,515,253,76
2020,1,A,골목상권,1000834,청룡길,3032,1441,1591,7,506,751,716,533,519,3,132,305,363,308,330,4,374,446,353,225,189
2020,1,A,골목상권,1000833,청룡8길,2383,1069,1314,2,343,507,533,536,462,1,108,243,246,247,224,1,235,264,287,289,238
2020,1,A,골목상권,1000832,중앙길,2697,1260,1437,8,412,587,710,591,389,4,126,274,344,310,202,4,286,313,366,281,187
2020,1,A,골목상권,1000831,조원중앙로2길,6070,4212,1858,10,723,1022,1192,1113,2010,5,360,655,733,691,1768,5,363,367,459,422,242
2020,1,A,골목상권,1000830,조원로18길,6128,4664,1464,4,721,1400,1460,1014,1529,2,343,995,1136,762,1426,2,378,405,324,252,103
2020,1,A,골목상권,1000829,조원로10길,16779,9737,7042,39,3618,5716,4238,1962,1206,17,1555,3402,2671,1244,848,22,2063,2314,1567,718,358
2020,1,A,골목상권,1000828,장군봉2길,2452,1262,1190,4,370,521,484,571,502,2,128,264,257,288,323,2,242,257,227,283,179
2020,1,A,골목상권,1000827,장군봉1길,2517,1160,1357,2,375,556,567,551,466,1,126,266,274,269,224,1,249,290,293,282,242
2020,1,A,골목상권,1000826,인헌길,1704,889,815,7,274,443,484,355,141,4,127,246,248,161,103,3,147,197,236,194,38
2020,1,A,골목상권,1000825,은천로25길,1614,689,925,1,259,404,464,313,173,0,76,186,206,138,83,1,183,218,258,175,90
2020,1,A,골목상권,1000824,양녕로6길,2361,1110,1251,7,291,416,526,587,534,4,107,202,242,297,258,3,184,214,284,290,276
2020,1,A,골목상권,1000823,신원로3길,1829,969,860,5,172,307,365,418,562,0,82,163,207,212,305,5,90,144,158,206,257
2020,1,A,골목상권,1000822,신사로20길,2857,2160,697,1,454,818,905,519,160,1,216,615,773,439,116,0,238,203,132,80,44
2020,1,A,골목상권,1000821,신림로65길,2412,1329,1083,6,213,327,521,544,801,2,78,164,278,282,525,4,135,163,243,262,276
2020,1,A,골목상권,1000820,신림로64길,2304,913,1391,6,538,542,475,455,288,2,132,202,231,166,180,4,406,340,244,289,108
2020,1,A,골목상권,1000819,신림로48길,1224,556,668,6,173,227,241,296,281,1,75,122,119,108,131,5,98,105,122,188,150
2020,1,A,골목상권,1000818,신림로38길,1620,931,689,7,227,303,399,353,331,1,117,162,222,209,220,6,110,141,177,144,111
2020,1,A,골목상권,1000817,신림로28길,3185,2328,857,10,485,649,876,744,421,2,323,487,658,570,288,8,162,162,218,174,133
2020,1,A,골목상권,1000816,신림로11길,2928,2185,743,3,448,733,802,692,250,1,273,511,640,557,203,2,175,222,162,135,47
2020,1,A,골목상권,1000815,신림동길,2508,1472,1036,4,257,387,584,563,713,2,115,202,314,325,514,2,142,185,270,238,199
2020,1,A,골목상권,1000814,승방길,3114,2065,1049,7,575,763,809,576,384,5,304,522,561,400,273,2,271,241,248,176,111
2020,1,A,골목상권,1000813,서림7길,1807,1219,588,3,188,296,492,545,283,1,94,164,333,401,226,2,94,132,159,144,57
2020,1,A,골목상권,1000812,봉천로33길,4896,2257,2639,12,705,949,1077,1311,842,1,214,419,507,611,505,11,491,530,570,700,337
2020,1,A,골목상권,1000811,봉천로13길,2022,1107,915,4,267,425,445,460,421,1,114,220,243,242,287,3,153,205,202,218,134
2020,1,A,골목상권,1000810,복은길,1880,1060,820,8,275,361,475,394,367,2,138,188,251,236,245,6,137,173,224,158,122
2020,1,A,골목상권,1000809,법원단지길,767,374,393,10,102,156,168,202,129,7,39,77,79,92,80,3,63,79,89,110,49
2020,1,A,골목상권,1000808,법원단지9길,902,487,415,10,108,180,219,248,137,7,39,95,115,142,89,3,69,85,104,106,48
2020,1,A,골목상권,1000807,미성5길,1372,661,711,16,179,256,305,348,268,13,76,132,150,137,153,3,103,124,155,211,115
2020,1,A,골목상권,1000806,대학길,2550,2069,481,3,369,588,728,612,250,1,250,467,625,522,204,2,119,121,103,90,46
2020,1,A,골목상권,1000805,대학14길,1204,702,502,5,155,307,328,255,154,2,54,164,216,154,112,3,101,143,112,101,42
2020,1,A,골목상권,1000804,당곡길,3119,1744,1375,9,481,627,732,635,635,5,228,340,406,324,441,4,253,287,326,311,194
2020,1,A,골목상권,1000803,남현길,2714,1713,1001,0,391,639,718,504,462,0,171,393,485,315,349,0,220,246,233,189,113
2020,1,A,골목상권,1000802,남현3길,5523,3108,2415,8,1036,1416,1438,974,651,4,446,769,810,589,490,4,590,647,628,385,161
2020,1,A,골목상권,1000801,남현2길,3073,1912,1161,0,427,708,848,596,494,0,186,432,557,363,374,0,241,276,291,233,120
2020,1,A,골목상권,1000800,남부순환로248길,1853,971,882,9,291,518,486,332,217,7,104,267,245,173,175,2,187,251,241,159,42
2020,1,A,골목상권,1000799,남부순환로234길,4031,2679,1352,9,636,1259,802,714,611,6,309,864,515,479,506,3,327,395,287,235,105
2020,1,A,골목상권,1000798,남부순환로172길,1997,1171,826,1,280,526,428,417,345,1,124,298,254,264,230,0,156,228,174,153,115
2020,1,A,골목상권,1000797,남부순환로161길,4573,3124,1449,2,711,1290,1260,880,430,2,331,893,969,644,285,0,380,397,291,236,145
2020,1,A,골목상권,1000796,남부순환로151길,4734,3287,1447,6,738,1345,1363,927,355,4,350,948,1065,664,256,2,388,397,298,263,99
2020,1,A,골목상권,1000795,남부순환로142길,5112,3566,1546,18,457,846,934,918,1939,13,227,487,579,550,1710,5,230,359,355,368,229
2020,1,A,골목상권,1000794,난향길,1320,654,666,1,150,285,366,288,230,0,41,130,153,147,183,1,109,155,213,141,47
2020,1,A,골목상권,1000793,난우길,1334,638,696,21,163,273,289,354,234,16,67,117,125,168,145,5,96,156,164,186,89
2020,1,A,골목상권,1000792,난곡로74길,3239,2365,874,1,506,930,1014,595,193,1,239,690,834,464,137,0,267,240,180,131,56
2020,1,A,골목상권,1000791,난곡로34길,818,394,424,9,105,170,199,250,85,7,41,88,92,115,51,2,64,82,107,135,34
2020,1,A,골목상권,1000790,난곡로26길,1137,601,536,0,134,223,287,316,177,0,52,108,139,170,132,0,82,115,148,146,45
2020,1,A,골목상권,1000789,난곡로24길,1189,652,537,0,120,238,301,353,177,0,53,114,146,202,137,0,67,124,155,151,40
2020,1,A,골목상권,1000788,낙성대역길,5705,3605,2100,21,1084,1588,1265,940,807,11,500,1026,806,616,646,10,584,562,459,324,161
2020,1,A,골목상권,1000787,국회단지길,2886,1216,1670,14,430,565,664,833,380,2,117,248,322,288,239,12,313,317,342,545,141
2020,1,A,골목상권,1000786,구암길,1433,682,751,1,240,383,445,255,109,1,74,172,224,138,73,0,166,211,221,117,36
2020,1,A,골목상권,1000785,관천로22길,3943,2336,1607,8,544,963,1075,789,564,6,260,543,618,485,424,2,284,420,457,304,140
2020,1,A,골목상권,1000784,관천로15길,3272,2397,875,2,508,897,1026,641,198,2,245,663,829,518,140,0,263,234,197,123,58
2020,1,A,골목상권,1000783,관악로30길,3154,1519,1635,8,425,656,786,797,482,5,168,308,407,372,259,3,257,348,379,425,223
2020,1,A,골목상권,1000782,관악로28길,2354,1060,1294,7,280,460,567,648,392,4,95,189,275,291,206,3,185,271,292,357,186
2020,1,A,골목상권,1000781,관악로14길,6902,3781,3121,24,1181,2103,1553,1366,675,13,463,1100,860,849,496,11,718,1003,693,517,179
2020,1,A,골목상권,1000780,관악로10길,6564,4205,2359,15,997,2014,1505,1488,545,10,541,1285,942,1026,401,5,456,729,563,462,144
2020,1,A,골목상권,1000779,흑석로9길,670,368,302,1,107,148,180,141,93,0,48,87,98,71,64,1,59,61,82,70,29
2020,1,A,골목상권,1000778,흑석로13길,910,490,420,1,116,197,247,209,140,0,50,108,131,112,89,1,66,89,116,97,51
2020,1,A,골목상권,1000777,장승배기로27길,6829,3923,2906,19,976,2199,1812,1277,546,5,448,1164,1098,869,339,14,528,1035,714,408,207
2020,1,A,골목상권,1000776,장승배기로19길,2239,1229,1010,2,386,493,520,518,320,1,253,268,252,270,185,1,133,225,268,248,135
2020,1,A,골목상권,1000775,장승배기로10길,2989,1629,1360,14,453,643,709,723,447,8,284,369,374,340,254,6,169,274,335,383,193
2020,1,A,골목상권,1000774,여의대방로46길,6848,3977,2871,21,1161,2066,1822,1195,583,6,496,1267,1140,684,384,15,665,799,682,511,199
2020,1,A,골목상권,1000773,여의대방로24길,20339,12832,7507,53,3857,4058,3357,4807,4207,28,2884,3206,2158,2339,2217,25,973,852,1199,2468,1990
2020,1,A,골목상권,1000772,여의대방로22카길,18726,11820,6906,49,3543,3601,3077,4537,3919,25,2778,2902,1948,2136,2031,24,765,699,1129,2401,1888
2020,1,A,골목상권,1000771,여의대방로22나길,18445,11776,6669,50,3585,3615,2945,4402,3848,26,2813,2950,1896,2090,2001,24,772,665,1049,2312,1847
2020,1,A,골목상권,1000770,여의대방로22길,18481,11777,6704,51,3563,3569,2965,4450,3883,27,2804,2909,1894,2125,2018,24,759,660,1071,2325,1865
2020,1,A,골목상권,1000769,양녕로26길,1882,1191,691,3,208,407,440,527,297,2,106,241,296,399,147,1,102,166,144,128,150
2020,1,A,골목상권,1000768,신대방길,5744,3165,2579,19,1364,1446,1297,971,647,13,504,867,791,542,448,6,860,579,506,429,199
2020,1,A,골목상권,1000767,성대로29길,1658,762,896,2,224,316,366,429,321,1,97,153,150,202,159,1,127,163,216,227,162
2020,1,A,골목상권,1000766,성대로1길,1289,555,734,2,117,238,324,321,287,1,40,113,135,128,138,1,77,125,189,193,149
2020,1,A,골목상권,1000765,서달로8가길,403,153,250,1,52,56,103,110,81,0,11,18,38,40,46,1,41,38,65,70,35
2020,1,A,골목상권,1000764,서달로15길,594,279,315,1,66,104,168,155,100,0,16,40,81,78,64,1,50,64,87,77,36
2020,1,A,골목상권,1000763,서달로14길,539,257,282,1,64,98,142,136,98,0,19,40,63,71,64,1,45,58,79,65,34
2020,1,A,골목상권,1000762,서달로10길,654,357,297,0,96,152,157,148,101,0,55,95,81,69,57,0,41,57,76,79,44
2020,1,A,골목상권,1000761,상도로62길,1933,1117,816,1,153,362,550,527,340,0,61,169,314,311,262,1,92,193,236,216,78
2020,1,A,골목상권,1000760,상도로61길,3697,2231,1466,2,394,1053,1227,711,310,1,181,582,728,474,265,1,213,471,499,237,45
2020,1,A,골목상권,1000759,상도로47길,4010,2271,1739,9,727,1086,924,812,452,2,295,617,564,515,278,7,432,469,360,297,174
2020,1,A,골목상권,1000758,상도로37길,3599,2069,1530,10,672,958,800,740,419,2,280,566,495,470,256,8,392,392,305,270,163
2020,1,A,골목상권,1000757,상도로15길,1942,868,1074,3,243,407,492,433,364,1,97,191,200,190,189,2,146,216,292,243,175
2020,1,A,골목상권,1000756,사당로8길,3051,1713,1338,5,420,652,846,673,455,2,233,371,412,358,337,3,187,281,434,315,118
2020,1,A,골목상권,1000755,사당로30길,4369,2277,2092,10,835,1153,1133,825,413,3,260,553,638,536,287,7,575,600,495,289,126
2020,1,A,골목상권,1000754,사당로2차길,1302,661,641,1,117,247,369,351,217,0,51,97,163,189,161,1,66,150,206,162,56
2020,1,A,골목상권,1000753,사당로29길,2228,971,1257,8,346,546,597,423,308,2,115,239,240,179,196,6,231,307,357,244,112
2020,1,A,골목상권,1000752,사당로26길,2913,1431,1482,9,462,693,827,564,358,3,125,313,394,328,268,6,337,380,433,236,90
2020,1,A,골목상권,1000751,사당로23나길,812,325,487,6,86,151,226,231,112,2,31,64,86,83,59,4,55,87,140,148,53
2020,1,A,골목상권,1000750,사당로23길,2564,1477,1087,2,375,669,724,589,205,0,155,372,462,340,148,2,220,297,262,249,57
2020,1,A,골목상권,1000749,사당로20길,2063,1118,945,2,202,327,503,461,568,1,68,173,235,242,399,1,134,154,268,219,169
2020,1,A,골목상권,1000748,사당로16길,2477,1382,1095,5,230,400,562,527,753,4,89,206,258,287,538,1,141,194,304,240,215
2020,1,A,골목상권,1000747,사당로16가길,2654,1356,1298,4,250,442,656,587,715,1,100,198,276,290,491,3,150,244,380,297,224
2020,1,A,골목상권,1000746,만양로8길,3874,2130,1744,16,458,910,1022,916,552,12,220,525,600,457,316,4,238,385,422,459,236
2020,1,A,골목상권,1000745,만양로14길,2229,1309,920,5,276,620,582,441,305,3,124,366,376,257,183,2,152,254,206,184,122
2020,1,A,골목상권,1000744,등용로14길,7845,4648,3197,23,1135,2520,2134,1471,562,5,551,1437,1312,971,372,18,584,1083,822,500,190
2020,1,A,골목상권,1000743,동작대로7길,6637,3536,3101,14,1181,1731,1791,1201,719,5,378,879,981,748,545,9,803,852,810,453,174
2020,1,A,골목상권,1000742,동작대로35길,10962,4797,6165,17,1959,2951,3541,1891,603,7,626,1219,1646,977,322,10,1333,1732,1895,914,281
2020,1,A,골목상권,1000741,동작대로33길,11847,5006,6841,21,2065,3104,3615,2141,901,7,655,1273,1648,1003,420,14,1410,1831,1967,1138,481
2020,1,A,골목상권,1000740,동작대로29길,994,517,477,11,141,240,257,220,125,4,62,144,150,95,62,7,79,96,107,125,63
2020,1,A,골목상권,1000739,동작대로17길,5364,2626,2738,17,970,1213,1289,1038,837,7,293,560,624,565,577,10,677,653,665,473,260
2020,1,A,골목상권,1000738,대방동2길,17384,11015,6369,45,3429,3433,2729,4199,3549,24,2705,2797,1735,1952,1802,21,724,636,994,2247,1747
2020,1,A,골목상권,1000737,대방동27길,6476,4371,2105,8,1104,1427,1274,1795,868,4,608,983,873,1329,574,4,496,444,401,466,294
2020,1,A,골목상권,1000736,노량진로6길,6430,3598,2832,12,829,2037,1763,1276,513,3,377,1057,1021,823,317,9,452,980,742,453,196
2020,1,A,골목상권,1000735,국사봉길,1329,794,535,0,156,279,375,333,186,0,89,167,226,187,125,0,67,112,149,146,61
2020,1,A,골목상권,1000734,국사봉2길,16980,10887,6093,45,3354,3282,2656,4132,3511,24,2691,2728,1718,1933,1793,21,663,554,938,2199,1718
2020,1,A,골목상권,1000733,국사봉1길,1584,785,799,1,131,293,392,425,342,1,56,160,203,193,172,0,75,133,189,232,170
2020,1,A,골목상권,1000732,영신로9길,4324,2392,1932,35,628,983,987,1093,598,16,266,472,564,669,405,19,362,511,423,424,193
2020,1,A,골목상권,1000731,영등포로84길,3623,1678,1945,5,644,828,853,768,525,0,208,415,432,325,298,5,436,413,421,443,227
2020,1,A,골목상권,1000730,영등포로80길,3868,1857,2011,5,675,857,902,843,586,0,227,446,467,376,341,5,448,411,435,467,245
2020,1,A,골목상권,1000729,영등포로62길,1535,807,728,0,180,291,398,358,308,0,90,154,209,172,182,0,90,137,189,186,126
2020,1,A,골목상권,1000728,영등포로35길,3743,2275,1468,13,481,839,982,801,627,3,199,498,671,501,403,10,282,341,311,300,224
2020,1,A,골목상권,1000727,영등포로27길,5132,3063,2069,16,646,1200,1379,1042,849,7,257,654,882,657,606,9,389,546,497,385,243
2020,1,A,골목상권,1000726,영등포로25길,4637,2851,1786,11,528,977,1227,968,926,8,233,526,752,628,704,3,295,451,475,340,222
2020,1,A,골목상권,1000725,여의대방로61길,2949,1404,1545,7,608,751,745,478,360,1,203,349,366,243,242,6,405,402,379,235,118
2020,1,A,골목상권,1000724,여의대방로43나길,5885,4255,1630,6,967,1226,1133,1796,757,3,627,927,831,1350,517,3,340,299,302,446,240
2020,1,A,골목상권,1000723,여의대방로39길,4878,3529,1349,7,977,1162,986,1391,355,4,580,851,736,1108,250,3,397,311,250,283,105
2020,1,A,골목상권,1000722,여의대방로35길,3514,2250,1264,10,543,813,758,681,709,6,255,551,506,431,501,4,288,262,252,250,208
2020,1,A,골목상권,1000721,양평로28길,4121,2648,1473,9,479,886,1062,1067,618,5,262,568,640,676,497,4,217,318,422,391,121
2020,1,A,골목상권,1000720,양평로22라길,3947,2397,1550,9,528,912,1053,971,474,7,246,533,641,592,378,2,282,379,412,379,96
2020,1,A,골목상권,1000719,양평로19길,12312,6912,5400,37,2423,3545,3426,1789,1092,14,1069,2162,1915,964,788,23,1354,1383,1511,825,304
2020,1,A,골목상권,1000718,신길로60길,2096,1143,953,6,233,502,492,463,400,3,101,231,241,257,310,3,132,271,251,206,90
2020,1,A,골목상권,1000717,신길로42길,2009,1150,859,1,285,382,450,463,428,0,134,216,245,248,307,1,151,166,205,215,121
2020,1,A,골목상권,1000716,신길로42가길,2613,1392,1221,2,300,531,552,602,626,0,115,242,257,330,448,2,185,289,295,272,178
2020,1,A,골목상권,1000715,신길로39길,1624,885,739,3,153,276,372,412,408,3,56,129,191,217,289,0,97,147,181,195,119
2020,1,A,골목상권,1000714,신길로17길,2074,1208,866,10,201,480,645,489,249,6,111,294,326,293,178,4,90,186,319,196,71
2020,1,A,골목상권,1000713,선유서로28길,8052,4859,3193,42,1648,1899,1904,1475,1084,16,782,1211,1134,885,831,26,866,688,770,590,253
2020,1,A,골목상권,1000712,선유서로25길,5139,3803,1336,16,639,1291,1234,1015,944,8,380,982,931,738,764,8,259,309,303,277,180
2020,1,A,골목상권,1000711,선유서로24길,21565,11414,10151,134,5245,5295,4660,4210,2021,41,2258,3680,2454,1433,1548,93,2987,1615,2206,2777,473
2020,1,A,골목상권,1000710,선유로55길,11192,6156,5036,34,2214,3241,3133,1594,976,12,909,1925,1762,863,685,22,1305,1316,1371,731,291
2020,1,A,골목상권,1000709,디지털로74길,3431,1633,1798,8,825,802,852,647,297,5,236,391,415,370,216,3,589,411,437,277,81
2020,1,A,골목상권,1000708,디지털로57길,3660,2126,1534,6,365,498,748,904,1139,2,138,274,418,537,757,4,227,224,330,367,382
2020,1,A,골목상권,1000707,디지털로37길,4034,2188,1846,14,496,685,822,869,1148,4,168,334,424,498,760,10,328,351,398,371,388
2020,1,A,골목상권,1000706,도신로62길,2200,1144,1056,1,286,498,432,527,456,0,136,293,252,234,229,1,150,205,180,293,227
2020,1,A,골목상권,1000705,도신로60길,1226,653,573,0,195,316,261,240,214,0,101,172,136,130,114,0,94,144,125,110,100
2020,1,A,골목상권,1000704,도신로29길,1719,1132,587,6,200,400,496,391,226,4,96,271,345,264,152,2,104,129,151,127,74
2020,1,A,골목상권,1000703,도신로15길,2731,1586,1145,13,351,604,689,593,481,9,113,303,382,417,362,4,238,301,307,176,119
2020,1,A,골목상권,1000702,도림천로21길,16544,9657,6887,62,3622,5751,4140,1811,1158,25,1584,3459,2646,1167,776,37,2038,2292,1494,644,382
2020,1,A,골목상권,1000701,도림로63길,1116,737,379,1,109,196,295,301,214,1,67,121,196,185,167,0,42,75,99,116,47
2020,1,A,골목상권,1000700,도림로147길,7404,4074,3330,18,1114,1583,1783,1996,910,8,551,993,1053,914,555,10,563,590,730,1082,355
2020,1,A,골목상권,1000699,도림로112길,2150,1459,691,15,234,495,588,503,315,12,114,332,403,351,247,3,120,163,185,152,68
2020,1,A,골목상권,1000698,대림로8길,4605,2251,2354,2,1248,1295,964,692,404,2,397,692,541,364,255,0,851,603,423,328,149
2020,1,A,골목상권,1000697,대림로7길,4645,2570,2075,23,889,1417,1171,731,414,10,390,839,617,439,275,13,499,578,554,292,139
2020,1,A,골목상권,1000696,대림로44길,3546,2539,1007,12,462,923,1058,707,384,4,238,679,832,498,288,8,224,244,226,209,96
2020,1,A,골목상권,1000695,대림로34길,4794,3313,1481,17,573,1130,1337,1040,697,5,302,803,978,691,534,12,271,327,359,349,163
2020,1,A,골목상권,1000694,대림로31길,10368,6914,3454,23,1094,2203,2562,2468,2018,10,623,1669,1934,1500,1178,13,471,534,628,968,840
2020,1,A,골목상권,1000693,대림로29길,4656,2704,1952,8,477,756,1032,1146,1237,3,202,437,581,669,812,5,275,319,451,477,425
2020,1,A,골목상권,1000692,대림로22길,2553,1429,1124,4,346,439,576,665,523,0,120,239,318,379,373,4,226,200,258,286,150
2020,1,A,골목상권,1000691,당산로46길,8780,6183,2597,24,1222,2120,2253,1927,1234,7,607,1407,1660,1519,983,17,615,713,593,408,251
2020,1,A,골목상권,1000690,당산로38길,8580,5024,3556,27,1840,2474,1641,1561,1037,16,831,1378,1033,1030,736,11,1009,1096,608,531,301
2020,1,A,골목상권,1000689,당산로37길,15876,8761,7115,47,3483,4772,3765,2292,1517,19,1432,2703,2175,1412,1020,28,2051,2069,1590,880,497
2020,1,A,골목상권,1000688,당산로31길,10118,5475,4643,23,1984,2768,1970,1996,1377,12,921,1575,1172,1036,759,11,1063,1193,798,960,618
