기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2020,1,A,골목상권,1000687,국회대로56길,7059,4101,2958,19,1498,1616,1611,1355,960,8,503,894,1064,912,720,11,995,722,547,443,240
2020,1,A,골목상권,1000686,경인로90길,8808,5069,3739,42,1724,2588,2335,1430,689,12,663,1422,1475,944,553,30,1061,1166,860,486,136
2020,1,A,골목상권,1000685,경인로80길,7895,4673,3222,27,1441,2116,2130,1375,806,12,590,1213,1330,869,659,15,851,903,800,506,147
2020,1,A,골목상권,1000684,경인로77길,9316,5310,4006,29,1778,2513,2454,1603,939,13,707,1384,1482,980,744,16,1071,1129,972,623,195
2020,1,A,골목상권,1000683,가마산로61길,1070,583,487,2,103,236,288,262,179,2,38,119,148,149,127,0,65,117,140,113,52
2020,1,A,골목상권,1000682,시흥대로94길,3087,1766,1321,5,376,577,670,873,586,1,181,319,357,475,433,4,195,258,313,398,153
2020,1,A,골목상권,1000681,시흥대로84길,2024,1141,883,7,263,457,509,515,273,7,154,272,276,239,193,0,109,185,233,276,80
2020,1,A,골목상권,1000680,시흥대로68길,3004,1558,1446,17,589,756,680,628,334,12,262,413,337,291,243,5,327,343,343,337,91
2020,1,A,골목상권,1000679,시흥대로63길,4531,2302,2229,14,696,1219,1043,1045,514,9,287,547,499,618,342,5,409,672,544,427,172
2020,1,A,골목상권,1000678,시흥대로62가길,1944,884,1060,7,319,366,487,501,264,6,131,171,219,198,159,1,188,195,268,303,105
2020,1,A,골목상권,1000677,시흥대로36길,6991,3889,3102,12,537,1047,1616,1813,1966,3,263,660,896,911,1156,9,274,387,720,902,810
2020,1,A,골목상권,1000676,시흥대로22길,7401,4380,3021,13,527,1004,1703,1940,2214,4,281,663,978,1049,1405,9,246,341,725,891,809
2020,1,A,골목상권,1000675,시흥대로153길,2904,1507,1397,14,271,410,599,654,956,3,147,225,331,361,440,11,124,185,268,293,516
2020,1,A,골목상권,1000674,시흥대로150길,2340,1417,923,11,307,444,603,596,379,2,156,255,331,374,299,9,151,189,272,222,80
2020,1,A,골목상권,1000673,시흥대로141길,2749,1758,991,11,335,507,624,710,562,1,182,304,358,472,441,10,153,203,266,238,121
2020,1,A,골목상권,1000672,시흥대로138길,1885,1086,799,3,234,356,463,464,365,2,140,212,278,251,203,1,94,144,185,213,162
2020,1,A,골목상권,1000671,시흥대로120길,2685,1613,1072,5,314,444,570,715,637,2,180,268,334,415,414,3,134,176,236,300,223
2020,1,A,골목상권,1000670,벚꽃로56길,44541,28679,15862,163,9094,13920,10927,6197,4240,105,4666,9107,7715,4003,3083,58,4428,4813,3212,2194,1157
2020,1,A,골목상권,1000669,범안로17길,8980,5829,3151,19,545,998,1226,1814,4378,17,335,683,803,1147,2844,2,210,315,423,667,1534
2020,1,A,골목상권,1000668,범안로11길,24441,16601,7840,68,2868,5378,5207,4561,6359,51,1714,3778,3789,3075,4194,17,1154,1600,1418,1486,2165
2020,1,A,골목상권,1000667,문성로5길,4518,3205,1313,5,299,651,854,812,1897,4,173,355,505,470,1698,1,126,296,349,342,199
2020,1,A,골목상권,1000666,독산로85길,1373,751,622,0,160,246,286,380,301,0,102,161,153,181,154,0,58,85,133,199,147
2020,1,A,골목상권,1000665,독산로78다길,1317,707,610,0,120,198,249,349,401,0,74,119,119,165,230,0,46,79,130,184,171
2020,1,A,골목상권,1000664,독산로70길,1667,951,716,1,164,263,322,430,487,0,89,139,159,241,323,1,75,124,163,189,164
2020,1,A,골목상권,1000663,독산로64길,1552,838,714,1,188,284,316,426,337,0,104,110,124,234,266,1,84,174,192,192,71
2020,1,A,골목상권,1000662,독산로50길,969,596,373,9,148,191,288,236,97,6,89,132,169,128,72,3,59,59,119,108,25
2020,1,A,골목상권,1000661,독산로40길,1493,907,586,13,224,305,427,378,146,10,140,213,255,180,109,3,84,92,172,198,37
2020,1,A,골목상권,1000660,독산로108길,5051,3636,1415,3,382,851,963,951,1901,2,222,511,600,604,1697,1,160,340,363,347,204
2020,1,A,골목상권,1000659,남부순환로112길,3662,2186,1476,10,389,688,793,691,1091,6,223,423,513,447,574,4,166,265,280,244,517
2020,1,A,골목상권,1000658,금하로24길,1694,977,717,6,190,373,401,418,306,6,101,216,209,248,197,0,89,157,192,170,109
2020,1,A,골목상권,1000657,금하로1길,1309,861,448,13,192,244,273,324,263,11,121,165,185,179,200,2,71,79,88,145,63
2020,1,A,골목상권,1000656,금하로14길,1288,607,681,2,125,205,348,360,248,1,49,93,161,171,132,1,76,112,187,189,116
2020,1,A,골목상권,1000655,가산로5길,9154,5413,3741,23,1390,2300,2163,1803,1475,18,787,1411,1336,1023,838,5,603,889,827,780,637
2020,1,A,골목상권,1000654,가산로3길,23895,16021,7874,85,4033,6853,5823,4192,2909,51,2156,4728,4260,2809,2017,34,1877,2125,1563,1383,892
2020,1,A,골목상권,1000653,중앙로1길,4765,2842,1923,4,529,1030,1138,1158,906,3,272,559,578,685,745,1,257,471,560,473,161
2020,1,A,골목상권,1000652,중앙로15길,1933,1250,683,4,260,436,459,525,249,2,164,302,293,302,187,2,96,134,166,223,62
2020,1,A,골목상권,1000651,우마길,5342,3270,2072,25,833,1287,1361,1038,798,17,423,788,849,644,549,8,410,499,512,394,249
2020,1,A,골목상권,1000650,오류로8길,3811,2518,1293,0,495,828,1007,944,537,0,343,518,637,630,390,0,152,310,370,314,147
2020,1,A,골목상권,1000649,신도림로13길,4873,3666,1207,8,483,1532,1346,976,528,7,274,1166,1084,739,396,1,209,366,262,237,132
2020,1,A,골목상권,1000648,새말로18길,4598,2651,1947,27,706,1196,1260,917,492,22,309,679,715,580,346,5,397,517,545,337,146
2020,1,A,골목상권,1000647,부일로1길,1888,1465,423,18,192,326,368,542,442,18,141,226,251,420,409,0,51,100,117,122,33
2020,1,A,골목상권,1000646,부일로15길,1310,802,508,5,102,218,319,369,297,3,47,111,192,236,213,2,55,107,127,133,84
2020,1,A,골목상권,1000645,부일로11길,1720,1024,696,5,168,338,435,483,291,2,80,194,255,302,191,3,88,144,180,181,100
2020,1,A,골목상권,1000644,디지털로32길,31052,18997,12055,82,6292,10839,8243,3635,1961,41,3001,6929,5356,2275,1395,41,3291,3910,2887,1360,566
2020,1,A,골목상권,1000643,디지털로32가길,30685,18890,11795,91,6090,10431,8067,3738,2268,44,2879,6638,5296,2379,1654,47,3211,3793,2771,1359,614
2020,1,A,골목상권,1000642,디지털로27길,25237,17450,7787,110,5318,8414,6118,3275,2002,74,2853,5869,4654,2327,1673,36,2465,2545,1464,948,329
2020,1,A,골목상권,1000641,도림로6길,6429,3922,2507,27,1035,1625,1619,1139,984,17,516,990,1001,717,681,10,519,635,618,422,303
2020,1,A,골목상권,1000640,도림로12길,4678,3284,1394,31,973,1404,1228,671,371,25,611,1005,911,451,281,6,362,399,317,220,90
2020,1,A,골목상권,1000639,남부순환로97길,6429,3568,2861,39,1174,1596,1362,1449,809,20,683,1075,689,609,492,19,491,521,673,840,317
2020,1,A,골목상권,1000638,구로중앙로8길,3151,2084,1067,3,289,590,787,902,580,2,135,345,514,657,431,1,154,245,273,245,149
2020,1,A,골목상권,1000637,구로중앙로7길,2087,1421,666,5,155,309,476,695,447,4,69,168,321,517,342,1,86,141,155,178,105
2020,1,A,골목상권,1000636,구로중앙로42길,8795,6396,2399,17,795,2277,2343,1997,1366,12,449,1687,1744,1454,1050,5,346,590,599,543,316
2020,1,A,골목상권,1000635,구로중앙로34길,4585,2949,1636,10,784,1122,1177,922,570,5,474,763,783,561,363,5,310,359,394,361,207
2020,1,A,골목상권,1000634,구로중앙로28길,11038,7181,3857,17,1421,2453,2823,2514,1810,11,859,1802,1962,1466,1081,6,562,651,861,1048,729
2020,1,A,골목상권,1000633,구로중앙로19길,5187,2873,2314,7,627,1401,1218,1332,602,3,283,752,655,825,355,4,344,649,563,507,247
2020,1,A,골목상권,1000632,구로동로8길,1826,1008,818,8,227,363,411,392,425,5,109,206,208,203,277,3,118,157,203,189,148
2020,1,A,골목상권,1000631,구로동로7길,10253,7086,3167,39,1979,3388,2613,1445,789,26,1082,2345,1916,1080,637,13,897,1043,697,365,152
2020,1,A,골목상권,1000630,구로동로42길,4570,2045,2525,17,721,1027,1027,1117,661,6,260,393,430,567,389,11,461,634,597,550,272
2020,1,A,골목상권,1000629,구로동로41길,1500,697,803,4,173,249,328,434,312,2,70,131,172,153,169,2,103,118,156,281,143
2020,1,A,골목상권,1000628,구로동로38길,4541,2539,2002,7,562,1227,1055,1197,493,3,265,649,588,744,290,4,297,578,467,453,203
2020,1,A,골목상권,1000627,구로동로28길,4421,2563,1858,7,555,1246,1028,1084,501,3,246,655,557,765,337,4,309,591,471,319,164
2020,1,A,골목상권,1000626,구로동로15길,9924,6864,3060,40,1967,3389,2578,1344,606,26,1065,2359,1911,1002,501,14,902,1030,667,342,105
2020,1,A,골목상권,1000625,공원로6가길,6922,4441,2481,32,1107,1791,1942,1338,712,25,618,1156,1274,878,490,7,489,635,668,460,222
2020,1,A,골목상권,1000624,고척로52길,5315,3889,1426,9,400,1118,1534,1736,518,8,220,818,1142,1346,355,1,180,300,392,390,163
2020,1,A,골목상권,1000623,고척로27다길,1272,690,582,2,130,300,292,316,232,0,67,141,129,171,182,2,63,159,163,145,50
2020,1,A,골목상권,1000622,고척로27길,1596,885,711,1,163,351,388,405,288,0,84,177,178,219,227,1,79,174,210,186,61
2020,1,A,골목상권,1000621,고척로21나길,2229,1322,907,6,254,485,526,593,365,1,143,291,294,322,271,5,111,194,232,271,94
2020,1,A,골목상권,1000620,경인로47길,3644,2363,1281,2,400,761,863,902,716,2,204,446,507,589,615,0,196,315,356,313,101
2020,1,A,골목상권,1000619,경인로35길,3129,1831,1298,12,258,628,829,788,614,10,132,353,463,446,427,2,126,275,366,342,187
2020,1,A,골목상권,1000618,경인로31길,1321,763,558,3,145,345,328,294,206,2,72,197,167,165,160,1,73,148,161,129,46
2020,1,A,골목상권,1000617,경인로15길,1956,1167,789,6,166,351,482,573,378,5,82,195,271,328,286,1,84,156,211,245,92
2020,1,A,골목상권,1000616,개봉로3길,1322,779,543,1,198,272,305,307,239,1,89,152,174,189,174,0,109,120,131,118,65
2020,1,A,골목상권,1000615,개봉로2길,5631,2907,2724,35,1132,1548,1201,1212,503,17,640,1025,577,408,240,18,492,523,624,804,263
2020,1,A,골목상권,1000614,개봉로23가길,7606,3974,3632,10,649,1443,1959,2251,1294,6,369,795,938,1066,800,4,280,648,1021,1185,494
2020,1,A,골목상권,1000613,개봉로20길,6983,3822,3161,39,1217,1718,1520,1607,882,20,698,1124,756,688,536,19,519,594,764,919,346
2020,1,A,골목상권,1000612,개봉로1길,1291,852,439,1,188,309,317,260,216,1,87,216,219,170,159,0,101,93,98,90,57
2020,1,A,골목상권,1000611,개봉로17다길,5444,3013,2431,39,1161,1422,1168,1064,590,20,647,952,554,430,410,19,514,470,614,634,180
2020,1,A,골목상권,1000610,개봉로17길,4721,2485,2236,38,1140,1373,992,856,322,20,640,925,436,272,192,18,500,448,556,584,130
2020,1,A,골목상권,1000609,개봉로11길,2872,1300,1572,8,426,520,734,793,391,6,221,284,279,271,239,2,205,236,455,522,152
2020,1,A,골목상권,1000608,화곡로64길,13331,7853,5478,57,2469,3328,2997,2781,1699,22,1004,2243,2108,1478,998,35,1465,1085,889,1303,701
2020,1,A,골목상권,1000607,화곡로59길,11331,6520,4811,40,1642,2904,2786,2885,1074,12,758,1821,1740,1562,627,28,884,1083,1046,1323,447
2020,1,A,골목상권,1000606,화곡로44나길,5789,3797,1992,7,665,1442,1348,1460,867,3,304,817,856,1079,738,4,361,625,492,381,129
2020,1,A,골목상권,1000605,화곡로31길,4177,2189,1988,5,936,866,839,823,708,2,261,447,439,500,540,3,675,419,400,323,168
2020,1,A,골목상권,1000604,화곡로20길,2589,1431,1158,2,298,541,572,670,506,1,151,319,306,360,294,1,147,222,266,310,212
2020,1,A,골목상권,1000603,화곡로13길,1740,973,767,0,175,324,466,509,266,0,88,167,239,280,199,0,87,157,227,229,67
2020,1,A,골목상권,1000602,초원로16길,3604,1800,1804,11,311,461,647,1096,1078,4,143,281,387,446,539,7,168,180,260,650,539
2020,1,A,골목상권,1000601,초록마을로8길,1780,1021,759,8,205,404,487,444,232,6,98,257,294,223,143,2,107,147,193,221,89
2020,1,A,골목상권,1000600,초록마을로3길,4067,2605,1462,5,851,847,792,820,752,1,292,509,512,627,664,4,559,338,280,193,88
2020,1,A,골목상권,1000599,월정로20길,1930,1221,709,16,185,388,520,593,228,14,101,241,326,364,175,2,84,147,194,229,53
2020,1,A,골목상권,1000598,우장산로6길,1666,914,752,0,263,279,400,447,277,0,121,145,190,247,211,0,142,134,210,200,66
2020,1,A,골목상권,1000597,양천로73가길,3841,2556,1285,6,468,916,933,886,632,5,216,579,604,617,535,1,252,337,329,269,97
2020,1,A,골목상권,1000596,양천로71길,12540,4429,8111,21,2025,4005,3917,1801,771,9,628,1414,1004,748,626,12,1397,2591,2913,1053,145
2020,1,A,골목상권,1000595,양천로49길,5710,3599,2111,14,619,1180,1278,1459,1160,8,317,748,781,891,854,6,302,432,497,568,306
2020,1,A,골목상권,1000594,양천로26길,1360,872,488,2,176,295,335,366,186,1,97,186,187,243,158,1,79,109,148,123,28
2020,1,A,골목상권,1000593,양천로24길,1923,1097,826,6,242,403,499,508,265,5,130,249,270,267,176,1,112,154,229,241,89
2020,1,A,골목상권,1000592,양천로24가길,3150,2066,1084,10,315,559,942,851,473,8,176,349,645,541,347,2,139,210,297,310,126
2020,1,A,골목상권,1000591,양천로14길,3079,2104,975,7,260,550,863,863,536,5,152,337,608,574,428,2,108,213,255,289,108
2020,1,A,골목상권,1000590,방화대로6라길,1476,921,555,1,151,323,422,380,199,0,75,205,270,236,135,1,76,118,152,144,64
2020,1,A,골목상권,1000589,방화대로21길,4053,2046,2007,9,399,636,737,1110,1162,2,171,370,450,466,587,7,228,266,287,644,575
2020,1,A,골목상권,1000588,등촌로5길,2909,1351,1558,1,685,836,638,492,257,0,154,367,327,300,203,1,531,469,311,192,54
2020,1,A,골목상권,1000587,등촌로55길,2946,1834,1112,12,417,636,755,673,453,6,182,401,449,436,360,6,235,235,306,237,93
2020,1,A,골목상권,1000586,등촌로51길,2282,1364,918,6,305,436,562,553,420,2,122,234,317,346,343,4,183,202,245,207,77
2020,1,A,골목상권,1000585,등촌로39길,3594,2050,1544,2,439,705,865,921,662,1,209,366,530,552,392,1,230,339,335,369,270
2020,1,A,골목상권,1000584,등촌로13길,1203,700,503,1,108,234,301,339,220,1,43,137,149,206,164,0,65,97,152,133,56
2020,1,A,골목상권,1000583,남부순환로11길,1314,880,434,1,137,302,376,307,191,0,65,187,249,219,160,1,72,115,127,88,31
2020,1,A,골목상권,1000582,까치산로4길,3059,1643,1416,17,504,787,803,634,314,13,203,444,433,368,182,4,301,343,370,266,132
2020,1,A,골목상권,1000581,국회대로7길,3300,1523,1777,3,685,796,697,710,409,2,176,352,364,372,257,1,509,444,333,338,152
2020,1,A,골목상권,1000580,공항대로8길,1968,1203,765,5,230,409,479,485,360,1,96,238,291,308,269,4,134,171,188,177,91
2020,1,A,골목상권,1000579,공항대로61길,4789,3049,1740,16,648,1117,1101,1068,839,12,278,664,694,742,659,4,370,453,407,326,180
2020,1,A,골목상권,1000578,공항대로59다길,6422,4014,2408,16,810,1474,1724,1593,805,12,342,868,1122,1036,634,4,468,606,602,557,171
2020,1,A,골목상권,1000577,공항대로59길,5310,3325,1985,18,847,1253,1193,1161,838,13,380,761,731,777,663,5,467,492,462,384,175
2020,1,A,골목상권,1000576,공항대로55길,9865,6181,3684,31,1979,2664,2300,1763,1128,17,724,1698,1692,1235,815,14,1255,966,608,528,313
2020,1,A,골목상권,1000575,공항대로42길,3316,1427,1889,1,310,526,643,669,1167,0,105,248,294,275,505,1,205,278,349,394,662
2020,1,A,골목상권,1000574,공항대로38길,3757,1683,2074,5,359,584,714,748,1347,3,140,299,351,300,590,2,219,285,363,448,757
2020,1,A,골목상권,1000573,곰달래로60길,3810,1592,2218,2,835,1029,833,744,367,1,201,419,386,358,227,1,634,610,447,386,140
2020,1,A,골목상권,1000572,곰달래로53길,1091,644,447,6,124,230,256,292,183,3,64,138,139,170,130,3,60,92,117,122,53
2020,1,A,골목상권,1000571,곰달래로47길,2067,1097,970,8,272,603,564,430,190,5,138,324,274,230,126,3,134,279,290,200,64
2020,1,A,골목상권,1000570,곰달래로31길,2412,1359,1053,7,336,644,672,497,256,6,167,356,345,309,176,1,169,288,327,188,80
2020,1,A,골목상권,1000569,곰달래로25길,1684,862,822,4,226,323,432,439,260,4,93,173,200,216,176,0,133,150,232,223,84
2020,1,A,골목상권,1000568,개화동로25길,32037,16958,15079,3,5511,10823,8819,5927,954,0,1268,4466,5153,5250,821,3,4243,6357,3666,677,133
2020,1,A,골목상권,1000567,개화동로23길,33039,17452,15587,6,5602,10936,8956,6162,1377,3,1294,4523,5237,5403,992,3,4308,6413,3719,759,385
2020,1,A,골목상권,1000566,강서로8길,2287,1239,1048,7,267,470,599,607,337,6,107,274,315,309,228,1,160,196,284,298,109
2020,1,A,골목상권,1000565,강서로5라길,1890,1096,794,2,190,367,491,500,340,2,100,215,266,260,253,0,90,152,225,240,87
2020,1,A,골목상권,1000564,강서로5나길,2286,1480,806,16,205,464,622,688,291,14,108,299,404,432,223,2,97,165,218,256,68
2020,1,A,골목상권,1000563,강서로5가길,2258,1213,1045,14,236,427,598,647,336,14,110,260,336,316,177,0,126,167,262,331,159
2020,1,A,골목상권,1000562,강서로47라길,1942,898,1044,3,163,335,537,634,270,1,67,145,191,295,199,2,96,190,346,339,71
2020,1,A,골목상권,1000561,강서로47길,1969,880,1089,2,184,371,567,584,261,0,65,170,200,256,189,2,119,201,367,328,72
2020,1,A,골목상권,1000560,강서로45다길,5741,3586,2155,10,725,1321,1435,1418,832,8,394,860,870,833,621,2,331,461,565,585,211
2020,1,A,골목상권,1000559,강서로45길,5233,3255,1978,11,661,1237,1345,1320,659,7,374,831,801,751,491,4,287,406,544,569,168
2020,1,A,골목상권,1000558,강서로35길,2339,1233,1106,3,315,457,541,584,439,2,120,244,274,298,295,1,195,213,267,286,144
2020,1,A,골목상권,1000557,강서로29길,2908,1388,1520,8,437,616,661,679,507,5,155,333,333,310,252,3,282,283,328,369,255
2020,1,A,골목상권,1000556,강서로18길,3094,1910,1184,8,395,789,840,724,338,6,204,465,465,506,264,2,191,324,375,218,74
2020,1,A,골목상권,1000555,강서로17가길,1813,1078,735,5,151,300,482,566,309,3,65,172,258,359,221,2,86,128,224,207,88
2020,1,A,골목상권,1000554,강서로15길,3243,2104,1139,16,288,577,845,1038,479,14,156,350,503,697,384,2,132,227,342,341,95
2020,1,A,골목상권,1000553,가로공원로80길,2802,1680,1122,7,268,522,665,806,534,4,127,316,384,519,330,3,141,206,281,287,204
2020,1,A,골목상권,1000552,가로공원로76가길,2785,1828,957,5,213,451,706,945,465,3,113,266,432,654,360,2,100,185,274,291,105
2020,1,A,골목상권,1000551,화곡로4길,2028,986,1042,0,243,472,465,510,338,0,79,193,198,269,247,0,164,279,267,241,91
2020,1,A,골목상권,1000550,화곡로3길,1610,737,873,7,235,411,427,385,145,4,83,171,183,194,102,3,152,240,244,191,43
2020,1,A,골목상권,1000549,지양로7길,2827,1640,1187,3,253,384,528,705,954,3,148,238,319,415,517,0,105,146,209,290,437
2020,1,A,골목상권,1000548,중앙로55길,2507,1271,1236,9,217,443,656,756,426,8,101,261,324,332,245,1,116,182,332,424,181
2020,1,A,골목상권,1000547,중앙로51길,3024,1674,1350,13,263,472,809,831,636,10,146,264,390,418,446,3,117,208,419,413,190
2020,1,A,골목상권,1000546,중앙로47길,3972,3000,972,4,365,821,893,526,1363,1,161,497,664,384,1293,3,204,324,229,142,70
2020,1,A,골목상권,1000545,중앙로45길,3498,2631,867,7,219,369,584,690,1629,2,100,196,307,489,1537,5,119,173,277,201,92
2020,1,A,골목상권,1000544,중앙로36길,791,390,401,2,98,168,182,188,153,1,34,74,76,101,104,1,64,94,106,87,49
2020,1,A,골목상권,1000543,중앙로32길,8051,4620,3431,28,1512,2034,1907,1652,918,24,525,1230,1141,1015,685,4,987,804,766,637,233
2020,1,A,골목상권,1000542,중앙로25길,7155,4352,2803,28,946,1851,2058,1487,785,23,504,1161,1353,798,513,5,442,690,705,689,272
2020,1,A,골목상권,1000541,은행정로7길,3893,2310,1583,12,838,600,564,661,1218,5,255,285,302,379,1084,7,583,315,262,282,134
2020,1,A,골목상권,1000540,은행정로5길,1327,635,692,2,144,276,287,361,257,1,64,127,122,161,160,1,80,149,165,200,97
2020,1,A,골목상권,1000539,오목로5길,2561,1546,1015,4,195,376,587,789,610,2,85,207,321,472,459,2,110,169,266,317,151
2020,1,A,골목상권,1000538,오목로3길,2742,1990,752,4,147,302,554,918,817,1,67,167,346,666,743,3,80,135,208,252,74
2020,1,A,골목상권,1000537,오목로30길,4088,2402,1686,10,840,599,639,729,1271,4,255,300,329,403,1111,6,585,299,310,326,160
2020,1,A,골목상권,1000536,오목로23길,3264,1648,1616,17,848,638,695,686,380,12,275,352,381,355,273,5,573,286,314,331,107
2020,1,A,골목상권,1000535,신월로20길,1527,957,570,4,142,247,376,387,371,1,63,127,219,235,312,3,79,120,157,152,59
2020,1,A,골목상권,1000534,신월로15길,2407,1676,731,3,127,263,503,781,730,1,55,139,295,540,646,2,72,124,208,241,84
2020,1,A,골목상권,1000533,신목로6길,12839,7152,5687,66,2407,4118,3253,2274,721,31,945,2195,1983,1461,537,35,1462,1923,1270,813,184
2020,1,A,골목상권,1000532,신목로5길,16076,9739,6337,89,2806,5277,4081,2815,1008,66,1341,3237,2618,1825,652,23,1465,2040,1463,990,356
2020,1,A,골목상권,1000531,신목로2길,12127,6779,5348,66,2275,3961,3073,2106,646,31,881,2114,1895,1374,484,35,1394,1847,1178,732,162
2020,1,A,골목상권,1000530,목동중앙서로8가길,3429,1541,1888,4,775,990,813,625,222,2,162,421,430,357,169,2,613,569,383,268,53
2020,1,A,골목상권,1000529,목동중앙서로7길,3933,2050,1883,5,799,1056,935,771,367,1,207,513,540,490,299,4,592,543,395,281,68
2020,1,A,골목상권,1000528,목동중앙북로8길,5137,3009,2128,3,654,1082,1257,1263,878,1,306,610,760,777,555,2,348,472,497,486,323
2020,1,A,골목상권,1000527,목동중앙북로16길,4358,2547,1811,4,563,963,1287,1088,453,3,237,480,842,697,288,1,326,483,445,391,165
2020,1,A,골목상권,1000526,목동중앙본로7길,1797,936,861,4,178,368,433,510,304,4,74,204,205,262,187,0,104,164,228,248,117
2020,1,A,골목상권,1000525,목동중앙로3길,2498,1211,1287,5,284,548,763,592,306,3,124,269,308,274,233,2,160,279,455,318,73
2020,1,A,골목상권,1000524,목동중앙로13나길,1935,1252,683,3,235,575,543,388,191,2,117,338,357,309,129,1,118,237,186,79,62
2020,1,A,골목상권,1000523,목동중앙남로3가길,1936,1069,867,4,198,454,465,515,300,4,84,266,236,278,201,0,114,188,229,237,99
2020,1,A,골목상권,1000522,목동로9길,3502,1840,1662,9,474,817,876,787,539,6,193,430,467,419,325,3,281,387,409,368,214
2020,1,A,골목상권,1000521,목동로19길,4271,2529,1742,5,433,753,802,903,1375,2,127,341,390,513,1156,3,306,412,412,390,219
2020,1,A,골목상권,1000520,목동동로8길,7239,4481,2758,17,1024,2056,1883,1549,710,7,587,1395,1220,855,417,10,437,661,663,694,293
2020,1,A,골목상권,1000519,목동동로12길,18134,10297,7837,113,3684,5643,4400,2944,1350,79,1501,3168,2724,1900,925,34,2183,2475,1676,1044,425
2020,1,A,골목상권,1000518,목동남로4길,2104,1223,881,7,250,507,529,468,343,4,135,297,283,263,241,3,115,210,246,205,102
2020,1,A,골목상권,1000517,남부순환로88길,1848,1273,575,3,104,257,445,634,405,0,44,151,292,462,324,3,60,106,153,172,81
2020,1,A,골목상권,1000516,남부순환로79길,1692,1022,670,2,120,245,415,542,368,0,52,135,225,326,284,2,68,110,190,216,84
2020,1,A,골목상권,1000515,남부순환로70길,3594,2662,932,4,319,506,739,1074,952,2,174,321,493,818,854,2,145,185,246,256,98
2020,1,A,골목상권,1000514,남부순환로58길,1480,847,633,5,182,327,383,415,168,2,95,187,217,232,114,3,87,140,166,183,54
2020,1,A,골목상권,1000513,남부순환로40길,1841,1020,821,1,202,347,410,483,398,0,76,153,193,291,307,1,126,194,217,192,91
2020,1,A,골목상권,1000512,남부순환로33길,2613,1436,1177,1,269,561,577,680,525,1,123,285,299,393,335,0,146,276,278,287,190
2020,1,A,골목상권,1000511,곰달래로5길,2566,1425,1141,4,268,481,549,681,583,2,114,246,271,409,383,2,154,235,278,272,200
2020,1,A,골목상권,1000510,곰달래로3길,2129,1259,870,4,211,408,549,685,272,2,109,227,303,420,198,2,102,181,246,265,74
2020,1,A,골목상권,1000509,곰달래로2길,2257,1536,721,7,230,371,520,739,390,3,127,237,340,512,317,4,103,134,180,227,73
2020,1,A,골목상권,1000508,곰달래로10길,2455,1620,835,7,239,416,579,788,426,4,126,267,371,520,332,3,113,149,208,268,94
2020,1,A,골목상권,1000507,가로공원로58길,1014,585,429,0,101,169,214,309,221,0,36,63,107,199,180,0,65,106,107,110,41
2020,1,A,골목상권,1000506,효창원로93길,2738,1473,1265,2,542,627,683,599,285,2,280,380,336,297,178,0,262,247,347,302,107
2020,1,A,골목상권,1000505,토정로37길,13888,8500,5388,13,2141,3321,3206,2759,2448,9,1058,2025,2191,1716,1501,4,1083,1296,1015,1043,947
2020,1,A,골목상권,1000504,월드컵로8길,11509,5833,5676,65,2414,3563,2751,1693,1023,44,994,1657,1451,962,725,21,1420,1906,1300,731,298
2020,1,A,골목상권,1000503,월드컵로7길,4418,2232,2186,10,765,1063,1090,828,662,5,284,491,597,448,407,5,481,572,493,380,255
2020,1,A,골목상권,1000502,월드컵로36길,2648,1228,1420,9,317,493,697,735,397,5,115,244,323,308,233,4,202,249,374,427,164
2020,1,A,골목상권,1000501,월드컵로25길,1959,1087,872,2,220,387,547,456,347,1,108,213,284,253,228,1,112,174,263,203,119
2020,1,A,골목상권,1000500,월드컵로19길,3830,2335,1495,6,552,727,826,640,1079,4,245,377,435,391,883,2,307,350,391,249,196
