기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2018,2,A,골목상권,1000294,인촌로6길,5558,3116,2442,13,624,946,1099,1167,1709,4,254,559,563,601,1135,9,370,387,536,566,574
2018,2,A,골목상권,1000293,인촌로5길,3841,2030,1811,15,747,696,888,885,610,5,213,354,475,555,428,10,534,342,413,330,182
2018,2,A,골목상권,1000292,인촌로24길,2079,1153,926,15,350,484,569,382,279,3,154,296,320,204,176,12,196,188,249,178,103
2018,2,A,골목상권,1000291,개운사길,7671,3753,3918,15,1363,2431,1958,1404,500,4,356,966,1116,938,373,11,1007,1465,842,466,127
2018,2,A,골목상권,1000290,인촌로1길,7054,4045,3009,17,800,1520,1687,1826,1204,5,346,810,973,1161,750,12,454,710,714,665,454
2018,2,A,골목상권,1000289,인촌로17가길,4175,1660,2515,6,999,1335,1022,637,176,2,226,446,516,349,121,4,773,889,506,288,55
2018,2,A,골목상권,1000288,오패산로4길,5387,3029,2358,15,1072,1455,1253,1022,570,3,435,908,770,580,333,12,637,547,483,442,237
2018,2,A,골목상권,1000287,오패산로3길,2268,1117,1151,10,371,523,606,509,249,3,125,267,343,245,134,7,246,256,263,264,115
2018,2,A,골목상권,1000286,오패산로19길,2849,1316,1533,8,505,713,763,568,292,3,194,337,387,251,144,5,311,376,376,317,148
2018,2,A,골목상권,1000285,안암로5길,6898,3968,2930,20,797,1195,1501,1451,1934,6,341,713,838,795,1275,14,456,482,663,656,659
2018,2,A,골목상권,1000284,아리랑로4길,4867,2178,2689,20,686,860,951,981,1369,10,254,387,466,466,595,10,432,473,485,515,774
2018,2,A,골목상권,1000283,솔샘로6길,1204,668,536,2,139,182,289,346,246,1,43,101,151,207,165,1,96,81,138,139,81
2018,2,A,골목상권,1000282,성북로8길,3554,1692,1862,24,566,850,1019,762,333,10,200,424,497,370,191,14,366,426,522,392,142
2018,2,A,골목상권,1000281,삼양로8길,2150,853,1297,18,354,536,582,416,244,11,107,216,230,168,121,7,247,320,352,248,123
2018,2,A,골목상권,1000280,삼선교로16가길,1510,780,730,1,262,296,390,366,195,1,114,135,197,207,126,0,148,161,193,159,69
2018,2,A,골목상권,1000279,삼선교로10다길,2218,1094,1124,7,470,503,542,451,245,3,168,233,282,244,164,4,302,270,260,207,81
2018,2,A,골목상권,1000278,삼선교로10길,1466,729,737,2,198,331,379,328,228,2,77,182,181,150,137,0,121,149,198,178,91
2018,2,A,골목상권,1000277,보문로32길,6772,3819,2953,20,1053,1480,1598,1752,869,7,328,699,898,1264,623,13,725,781,700,488,246
2018,2,A,골목상권,1000276,보문로31길,5849,3030,2819,8,638,1326,1422,1613,842,1,229,609,741,968,482,7,409,717,681,645,360
2018,2,A,골목상권,1000275,보문로26길,6733,3252,3481,11,1272,1737,1510,1272,931,4,380,741,852,697,578,7,892,996,658,575,353
2018,2,A,골목상권,1000274,보문로13길,5562,3098,2464,15,598,951,1092,1164,1742,4,248,560,555,588,1143,11,350,391,537,576,599
2018,2,A,골목상권,1000273,보국문로16길,2346,1315,1031,5,273,408,542,660,458,2,69,182,291,434,337,3,204,226,251,226,121
2018,2,A,골목상권,1000272,동소문로6길,2680,1297,1383,26,409,528,722,654,341,12,140,293,365,300,187,14,269,235,357,354,154
2018,2,A,골목상권,1000271,동소문로2길,2751,1385,1366,26,424,550,740,668,343,12,156,328,393,310,186,14,268,222,347,358,157
2018,2,A,골목상권,1000270,동소문로26가길,5726,2885,2841,24,1146,1131,1236,1285,904,11,365,534,644,747,584,13,781,597,592,538,320
2018,2,A,골목상권,1000269,동소문로15길,8344,4140,4204,20,1036,1645,1758,2034,1851,9,378,739,921,1195,898,11,658,906,837,839,953
2018,2,A,골목상권,1000268,동소문로13길,9236,4623,4613,20,1184,1930,2003,2156,1943,7,430,928,1052,1245,961,13,754,1002,951,911,982
2018,2,A,골목상권,1000267,돌곶이로8길,1584,844,740,7,167,380,408,377,245,1,49,217,219,214,144,6,118,163,189,163,101
2018,2,A,골목상권,1000266,돌곶이로41길,794,388,406,3,90,138,207,207,149,3,30,66,91,103,95,0,60,72,116,104,54
2018,2,A,골목상권,1000265,돌곶이로28길,3257,2065,1192,1,282,431,532,667,1344,0,96,230,292,376,1071,1,186,201,240,291,273
2018,2,A,골목상권,1000264,돌곶이로27길,1831,957,874,2,194,366,453,415,401,0,68,177,210,211,291,2,126,189,243,204,110
2018,2,A,골목상권,1000263,돌곶이로22길,3622,2203,1419,8,349,608,676,659,1322,1,114,360,370,348,1010,7,235,248,306,311,312
2018,2,A,골목상권,1000262,돌곶이로14길,1420,735,685,7,154,371,377,305,206,1,46,218,210,160,100,6,108,153,167,145,106
2018,2,A,골목상권,1000261,길음로7길,1434,523,911,8,158,209,342,391,326,3,44,88,128,115,145,5,114,121,214,276,181
2018,2,A,골목상권,1000260,중랑천로10길,4620,3064,1556,23,511,1004,1309,1267,506,14,251,627,888,930,354,9,260,377,421,337,152
2018,2,A,골목상권,1000259,용마산로94길,1911,1133,778,0,205,241,409,574,482,0,77,101,231,355,369,0,128,140,178,219,113
2018,2,A,골목상권,1000258,용마산로118길,2733,1294,1439,3,348,519,653,724,486,1,97,218,279,359,340,2,251,301,374,365,146
2018,2,A,골목상권,1000257,용마산로112길,1602,741,861,2,196,314,423,398,269,1,70,145,197,181,147,1,126,169,226,217,122
2018,2,A,골목상권,1000256,용마산로100길,1406,722,684,3,116,209,340,382,356,2,27,91,164,208,230,1,89,118,176,174,126
2018,2,A,골목상권,1000255,신내로7가길,3245,1722,1523,6,403,488,717,987,644,2,134,218,344,570,454,4,269,270,373,417,190
2018,2,A,골목상권,1000254,사가정로54길,1483,669,814,3,214,299,339,379,249,0,44,103,154,189,179,3,170,196,185,190,70
2018,2,A,골목상권,1000253,사가정로42길,1857,939,918,3,216,409,477,448,304,0,64,190,235,237,213,3,152,219,242,211,91
2018,2,A,골목상권,1000252,봉화산로56길,2774,1289,1485,2,287,512,681,816,476,1,80,255,318,377,258,1,207,257,363,439,218
2018,2,A,골목상권,1000251,봉화산로4길,1943,975,968,2,177,347,516,502,399,2,67,169,255,232,250,0,110,178,261,270,149
2018,2,A,골목상권,1000250,봉화산로30길,4299,2371,1928,18,541,736,1017,1262,725,13,211,366,524,718,539,5,330,370,493,544,186
2018,2,A,골목상권,1000249,봉우재로33길,4907,2808,2099,16,707,1114,1252,1088,730,4,311,697,642,601,553,12,396,417,610,487,177
2018,2,A,골목상권,1000248,면목로78길,4140,2250,1890,17,528,946,1150,918,581,5,234,606,575,431,399,12,294,340,575,487,182
2018,2,A,골목상권,1000247,면목로56길,1959,1032,927,2,177,320,473,590,397,1,66,153,249,302,261,1,111,167,224,288,136
2018,2,A,골목상권,1000246,면목로55길,1940,872,1068,2,299,465,475,423,276,1,77,199,231,197,167,1,222,266,244,226,109
2018,2,A,골목상권,1000245,면목로49길,2362,946,1416,4,413,601,579,479,286,1,94,243,265,194,149,3,319,358,314,285,137
2018,2,A,골목상권,1000244,면목로48길,1719,833,886,3,197,322,418,470,309,1,58,129,197,242,206,2,139,193,221,228,103
2018,2,A,골목상권,1000243,면목로45길,2323,933,1390,5,400,583,566,476,293,1,95,227,259,201,150,4,305,356,307,275,143
2018,2,A,골목상권,1000242,면목로33길,1910,1137,773,2,177,319,504,650,258,0,55,164,287,448,183,2,122,155,217,202,75
2018,2,A,골목상권,1000241,면목로21길,1514,977,537,1,114,204,374,557,264,0,31,97,238,419,192,1,83,107,136,138,72
2018,2,A,골목상권,1000240,망우로73길,1522,838,684,2,169,290,390,399,272,1,72,144,183,239,199,1,97,146,207,160,73
2018,2,A,골목상권,1000239,망우로68길,3574,1731,1843,9,395,601,792,969,808,2,122,248,362,490,507,7,273,353,430,479,301
2018,2,A,골목상권,1000238,동일로163길,2445,1506,939,3,329,621,632,625,235,1,157,379,393,437,139,2,172,242,239,188,96
2018,2,A,골목상권,1000237,동일로157길,3991,2414,1577,4,449,858,943,901,836,1,211,518,563,562,559,3,238,340,380,339,277
2018,2,A,골목상권,1000236,동일로149길,2820,1802,1018,0,313,619,630,600,658,0,173,391,396,389,453,0,140,228,234,211,205
2018,2,A,골목상권,1000235,동일로140길,3228,1644,1584,4,298,605,747,720,854,2,108,280,375,313,566,2,190,325,372,407,288
2018,2,A,골목상권,1000234,동일로139길,2420,1318,1102,2,187,379,517,517,818,2,69,198,279,228,542,0,118,181,238,289,276
2018,2,A,골목상권,1000233,동일로139가길,3739,2350,1389,5,400,777,851,840,866,3,212,482,545,519,589,2,188,295,306,321,277
2018,2,A,골목상권,1000232,동일로130길,2341,1142,1199,2,255,437,636,609,402,1,95,184,304,289,269,1,160,253,332,320,133
2018,2,A,골목상권,1000231,동일로123길,3046,1685,1361,3,305,532,790,817,599,2,115,261,435,454,418,1,190,271,355,363,181
2018,2,A,골목상권,1000230,동일로112길,6492,3634,2858,19,890,1448,1727,1495,913,7,367,852,927,831,650,12,523,596,800,664,263
2018,2,A,골목상권,1000229,동일로101길,1947,930,1017,3,203,366,538,542,295,2,67,167,251,251,192,1,136,199,287,291,103
2018,2,A,골목상권,1000228,동일로100길,4272,2337,1935,14,564,1051,1257,925,461,5,268,677,664,429,294,9,296,374,593,496,167
2018,2,A,골목상권,1000227,답십리로75길,1868,1223,645,2,152,297,486,636,295,0,52,159,296,480,236,2,100,138,190,156,59
2018,2,A,골목상권,1000226,공릉로2길,1769,886,883,4,210,382,448,442,283,1,55,194,235,234,167,3,155,188,213,208,116
2018,2,A,골목상권,1000225,공릉로12가길,1882,817,1065,2,177,340,470,530,363,0,74,147,177,220,199,2,103,193,293,310,164
2018,2,A,골목상권,1000224,겸재로54길,2545,1275,1270,7,233,389,612,765,539,3,76,177,314,371,334,4,157,212,298,394,205
2018,2,A,골목상권,1000223,겸재로36길,2377,1125,1252,5,344,505,566,566,391,2,89,218,276,287,253,3,255,287,290,279,138
2018,2,A,골목상권,1000222,겸재로29길,4122,2325,1797,16,520,978,1200,894,514,5,246,647,635,453,339,11,274,331,565,441,175
2018,2,A,골목상권,1000221,휘경로3길,1078,425,653,4,162,204,281,257,170,3,40,77,108,106,91,1,122,127,173,151,79
2018,2,A,골목상권,1000220,휘경로2길,757,312,445,3,132,143,174,177,128,2,35,70,75,72,58,1,97,73,99,105,70
2018,2,A,골목상권,1000219,휘경로23길,831,370,461,1,91,125,229,212,173,1,23,51,103,100,92,0,68,74,126,112,81
2018,2,A,골목상권,1000218,휘경로14길,1589,730,859,7,245,315,355,339,328,4,68,158,175,159,166,3,177,157,180,180,162
2018,2,A,골목상권,1000217,한천로46길,3490,1963,1527,4,398,867,931,828,462,3,226,451,518,455,310,1,172,416,413,373,152
2018,2,A,골목상권,1000216,한천로40길,2540,1509,1031,3,306,519,616,682,414,2,212,337,357,358,243,1,94,182,259,324,171
2018,2,A,골목상권,1000215,한천로33길,2110,953,1157,2,225,405,525,571,382,2,98,205,215,233,200,0,127,200,310,338,182
2018,2,A,골목상권,1000214,한천로14길,8346,5181,3165,15,1088,1862,1947,1916,1518,3,557,1199,1303,1177,942,12,531,663,644,739,576
2018,2,A,골목상권,1000213,천호대로97길,6423,4162,2261,19,790,1413,1451,1292,1458,7,404,930,899,808,1114,12,386,483,552,484,344
2018,2,A,골목상권,1000212,천호대로77길,13441,8465,4976,61,2259,3010,2642,2689,2780,14,1054,1975,1839,1731,1852,47,1205,1035,803,958,928
2018,2,A,골목상권,1000211,천호대로45길,5812,3649,2163,0,796,1464,1552,1426,574,0,462,925,944,934,384,0,334,539,608,492,190
2018,2,A,골목상권,1000210,천호대로17길,12675,8387,4288,37,1769,3192,2993,2944,1740,18,799,1966,2188,2149,1267,19,970,1226,805,795,473
2018,2,A,골목상권,1000209,천호대로12길,15131,9069,6062,71,1939,3707,4316,3154,1944,40,1017,2457,2576,1752,1227,31,922,1250,1740,1402,717
2018,2,A,골목상권,1000208,천장산로7길,6686,3154,3532,3,1018,1838,1828,1475,524,0,262,720,897,857,418,3,756,1118,931,618,106
2018,2,A,골목상권,1000207,제기로5길,881,468,413,4,71,155,270,228,153,2,22,103,146,112,83,2,49,52,124,116,70
2018,2,A,골목상권,1000206,제기로21길,3163,1780,1383,0,425,917,760,702,359,0,153,507,470,430,220,0,272,410,290,272,139
2018,2,A,골목상권,1000205,전농로4길,9905,6191,3714,17,1813,2456,2045,1914,1660,12,935,1624,1353,1133,1134,5,878,832,692,781,526
2018,2,A,골목상권,1000204,전농로3길,2142,1096,1046,5,250,412,576,480,419,5,96,210,299,225,261,0,154,202,277,255,158
2018,2,A,골목상권,1000203,전농로29길,5278,3251,2027,2,734,1409,1451,1158,524,0,426,828,939,713,345,2,308,581,512,445,179
2018,2,A,골목상권,1000202,장한로8길,8560,5516,3044,28,1162,1871,1999,1821,1679,7,553,1170,1300,1208,1278,21,609,701,699,613,401
2018,2,A,골목상권,1000201,장한로5길,12058,7551,4507,54,1768,2762,2594,2371,2509,11,882,1750,1734,1512,1662,43,886,1012,860,859,847
2018,2,A,골목상권,1000200,장한로27길,4947,2261,2686,15,691,974,1243,1253,771,9,235,470,568,556,423,6,456,504,675,697,348
2018,2,A,골목상권,1000199,장한로27가길,4264,1937,2327,13,599,840,1093,1110,609,8,205,400,498,497,329,5,394,440,595,613,280
2018,2,A,골목상권,1000198,장한로26길,2135,1077,1058,8,309,455,532,480,351,3,88,220,277,257,232,5,221,235,255,223,119
2018,2,A,골목상권,1000197,장한로26가길,3316,1759,1557,7,464,750,860,784,451,1,168,408,491,389,302,6,296,342,369,395,149
2018,2,A,골목상권,1000196,장한로25길,3682,1751,1931,15,550,773,910,858,576,7,177,377,447,417,326,8,373,396,463,441,250
2018,2,A,골목상권,1000195,장한로14길,5777,3757,2020,13,885,1381,1411,1330,757,2,434,892,952,876,601,11,451,489,459,454,156
2018,2,A,골목상권,1000194,이문로42길,990,401,589,2,129,171,263,241,184,2,30,67,100,101,101,0,99,104,163,140,83
2018,2,A,골목상권,1000193,왕산로43길,5807,3819,1988,18,1048,1479,1414,1157,691,10,626,1063,968,710,442,8,422,416,446,447,249
2018,2,A,골목상권,1000192,왕산로33길,3090,2056,1034,17,486,701,666,683,537,11,283,488,463,440,371,6,203,213,203,243,166
2018,2,A,골목상권,1000191,왕산로32길,6421,4005,2416,0,872,1583,1680,1578,708,0,496,1000,1028,1018,463,0,376,583,652,560,245
2018,2,A,골목상권,1000190,약령시로17길,3412,2142,1270,17,485,720,781,803,606,11,274,488,510,475,384,6,211,232,271,328,222
2018,2,A,골목상권,1000189,서울시립대로4길,4559,3083,1476,3,708,1055,1249,943,601,2,461,777,831,587,425,1,247,278,418,356,176
2018,2,A,골목상권,1000188,서울시립대로29길,1702,846,856,5,242,409,429,416,201,2,94,202,238,192,118,3,148,207,191,224,83
2018,2,A,골목상권,1000187,서울시립대로16길,3632,2389,1243,2,575,990,1028,706,331,0,375,695,702,424,193,2,200,295,326,282,138
2018,2,A,골목상권,1000186,사가정로2길,3860,2144,1716,7,428,803,1011,824,787,5,204,460,509,430,536,2,224,343,502,394,251
2018,2,A,골목상권,1000185,사가정로23가길,3117,1755,1362,4,370,714,775,739,515,3,221,394,425,392,320,1,149,320,350,347,195
2018,2,A,골목상권,1000184,사가정로13길,2759,1315,1444,2,299,705,733,698,322,0,89,242,377,390,217,2,210,463,356,308,105
2018,2,A,골목상권,1000183,무학로45길,4250,2454,1796,9,689,1103,1097,769,583,4,281,589,687,490,403,5,408,514,410,279,180
2018,2,A,골목상권,1000182,무학로16길,12958,8898,4060,44,1779,3215,3204,3117,1599,19,893,2130,2483,2269,1104,25,886,1085,721,848,495
2018,2,A,골목상권,1000181,망우로21길,2511,1145,1366,8,353,552,613,513,472,2,110,269,277,209,278,6,243,283,336,304,194
2018,2,A,골목상권,1000180,망우로18길,3031,1241,1790,8,600,743,673,617,390,2,161,334,282,214,248,6,439,409,391,403,142
2018,2,A,골목상권,1000179,망우로18가길,3095,1239,1856,8,614,769,691,633,380,2,163,336,282,211,245,6,451,433,409,422,135
2018,2,A,골목상권,1000178,답십리로72길,3092,1688,1404,5,404,646,802,768,467,1,137,346,460,400,344,4,267,300,342,368,123
2018,2,A,골목상권,1000177,답십리로69길,4094,2261,1833,5,567,851,996,1025,650,4,283,450,543,553,428,1,284,401,453,472,222
2018,2,A,골목상권,1000176,답십리로68길,3833,1994,1839,8,528,843,999,914,541,4,195,459,563,450,323,4,333,384,436,464,218
2018,2,A,골목상권,1000175,답십리로64길,4157,2206,1951,8,518,827,1031,1019,754,5,202,446,571,528,454,3,316,381,460,491,300
2018,2,A,골목상권,1000174,답십리로63길,2630,1226,1404,6,304,461,629,755,475,3,116,244,291,333,239,3,188,217,338,422,236
2018,2,A,골목상권,1000173,답십리로60길,3359,1924,1435,3,384,687,825,822,638,2,177,400,502,451,392,1,207,287,323,371,246
2018,2,A,골목상권,1000172,답십리로56길,3206,1698,1508,3,357,620,822,772,632,2,141,327,447,389,392,1,216,293,375,383,240
2018,2,A,골목상권,1000171,답십리로23길,2952,2076,876,0,492,795,842,569,254,0,345,608,603,372,148,0,147,187,239,197,106
2018,2,A,골목상권,1000170,난계로30길,15916,8172,7744,77,1757,3154,4038,3891,2999,46,777,1856,2004,1769,1720,31,980,1298,2034,2122,1279
2018,2,A,골목상권,1000169,경희대로4길,6578,2967,3611,9,1117,1873,1712,1341,526,0,311,785,823,677,371,9,806,1088,889,664,155
2018,2,A,골목상권,1000168,경희대로3길,7076,3327,3749,12,1281,2108,1786,1370,519,1,376,922,896,750,382,11,905,1186,890,620,137
2018,2,A,골목상권,1000167,천호대로129길,2933,1409,1524,24,414,681,753,646,415,5,156,309,378,307,254,19,258,372,375,339,161
2018,2,A,골목상권,1000166,천호대로123길,4232,2156,2076,18,516,968,1089,1009,632,5,186,470,532,523,440,13,330,498,557,486,192
2018,2,A,골목상권,1000165,천호대로109길,5217,3130,2087,19,716,1271,1408,1099,704,10,334,754,880,671,481,9,382,517,528,428,223
2018,2,A,골목상권,1000164,자양번영로3길,1972,1043,929,5,191,344,541,569,322,4,75,144,289,315,216,1,116,200,252,254,106
2018,2,A,골목상권,1000163,자양로53길,2146,1014,1132,3,221,382,601,578,361,1,75,183,278,267,210,2,146,199,323,311,151
2018,2,A,골목상권,1000162,자양로50길,2594,1197,1397,21,359,602,654,610,348,6,138,261,329,270,193,15,221,341,325,340,155
2018,2,A,골목상권,1000161,자양로45길,3515,1707,1808,21,445,751,908,869,521,2,163,360,443,417,322,19,282,391,465,452,199
2018,2,A,골목상권,1000160,자양로26길,16464,12369,4095,11,821,2456,4779,6602,1795,6,448,1777,3696,5138,1304,5,373,679,1083,1464,491
2018,2,A,골목상권,1000159,자양로15길,6423,4133,2290,20,800,1191,1760,1817,835,10,310,702,1241,1269,601,10,490,489,519,548,234
2018,2,A,골목상권,1000158,자양로11길,5958,3766,2192,15,664,1163,1650,1729,737,8,256,684,1168,1171,479,7,408,479,482,558,258
2018,2,A,골목상권,1000157,용마산로3길,4209,2280,1929,18,554,941,1060,957,679,8,228,502,540,515,487,10,326,439,520,442,192
2018,2,A,골목상권,1000156,용마산로21길,3130,1561,1569,5,310,625,776,917,497,2,85,299,374,486,315,3,225,326,402,431,182
2018,2,A,골목상권,1000155,아차산로78길,4627,2594,2033,14,699,1273,1104,935,602,6,231,669,704,565,419,8,468,604,400,370,183
2018,2,A,골목상권,1000154,아차산로65길,4610,2405,2205,12,621,902,991,988,1096,8,271,519,571,485,551,4,350,383,420,503,545
2018,2,A,골목상권,1000153,아차산로55길,8570,5008,3562,10,544,1549,2587,2893,987,7,277,937,1622,1592,573,3,267,612,965,1301,414
2018,2,A,골목상권,1000152,아차산로51길,16900,13324,3576,14,906,2516,4953,6726,1785,7,459,1694,4013,5694,1457,7,447,822,940,1032,328
2018,2,A,골목상권,1000151,아차산로40길,5109,2903,2206,8,723,1177,1275,1229,697,5,270,575,748,791,514,3,453,602,527,438,183
2018,2,A,골목상권,1000150,면목로17길,2158,1284,874,4,254,424,490,555,431,0,107,231,275,358,313,4,147,193,215,197,118
2018,2,A,골목상권,1000149,뚝섬로64길,6393,4438,1955,19,524,1236,1832,1957,825,9,316,819,1338,1362,594,10,208,417,494,595,231
2018,2,A,골목상권,1000148,뚝섬로58길,4088,2716,1372,4,253,677,1196,1403,555,2,139,423,879,923,350,2,114,254,317,480,205
2018,2,A,골목상권,1000147,뚝섬로54길,1273,600,673,0,92,249,336,322,274,0,32,109,147,147,165,0,60,140,189,175,109
2018,2,A,골목상권,1000146,뚝섬로48길,2207,1188,1019,4,282,398,545,571,407,2,99,187,309,328,263,2,183,211,236,243,144
2018,2,A,골목상권,1000145,뚝섬로24길,1847,1248,599,3,198,351,400,397,498,3,101,251,233,246,414,0,97,100,167,151,84
2018,2,A,골목상권,1000144,뚝섬로23길,3797,2204,1593,15,661,888,850,736,647,8,305,536,456,396,503,7,356,352,394,340,144
2018,2,A,골목상권,1000143,동일로24길,5726,3578,2148,20,925,1331,1465,1243,742,6,444,898,981,734,515,14,481,433,484,509,227
2018,2,A,골목상권,1000142,동일로18길,7899,4996,2903,35,1203,1864,2055,1762,980,23,589,1246,1368,1080,690,12,614,618,687,682,290
2018,2,A,골목상권,1000141,능동로4길,1499,855,644,8,161,269,307,314,440,4,57,130,147,157,360,4,104,139,160,157,80
2018,2,A,골목상권,1000140,능동로3길,1716,922,794,8,194,290,350,385,489,4,69,133,143,186,387,4,125,157,207,199,102
2018,2,A,골목상권,1000139,능동로34길,6533,3440,3093,28,916,1645,1653,1410,881,11,377,832,850,738,632,17,539,813,803,672,249
2018,2,A,골목상권,1000138,능동로19길,3392,1653,1739,12,679,872,857,673,299,4,280,397,427,339,206,8,399,475,430,334,93
2018,2,A,골목상권,1000137,능동로13길,6722,3336,3386,16,1472,1936,1535,1164,599,7,485,924,892,597,431,9,987,1012,643,567,168
2018,2,A,골목상권,1000136,긴고랑로9길,2786,1397,1389,7,332,564,708,748,427,2,110,296,340,402,247,5,222,268,368,346,180
2018,2,A,골목상권,1000135,긴고랑로8길,6324,3786,2538,22,988,1363,1247,1390,1314,10,516,957,724,640,939,12,472,406,523,750,375
2018,2,A,골목상권,1000134,긴고랑로7길,3583,2206,1377,13,386,698,737,799,950,5,141,382,398,493,787,8,245,316,339,306,163
2018,2,A,골목상권,1000133,긴고랑로20길,3154,1584,1570,5,376,699,809,810,455,1,142,358,402,408,273,4,234,341,407,402,182
2018,2,A,골목상권,1000132,광나루로52길,10878,6083,4795,16,940,1969,2969,3347,1637,10,465,1189,1822,1757,840,6,475,780,1147,1590,797
2018,2,A,골목상권,1000131,광나루로40길,2479,1494,985,1,250,452,598,711,467,0,89,248,367,463,327,1,161,204,231,248,140
2018,2,A,골목상권,1000130,광나루로37길,3178,1732,1446,5,355,672,780,854,512,2,127,302,421,518,362,3,228,370,359,336,150
2018,2,A,골목상권,1000129,광나루로36길,4547,2755,1792,6,533,1155,1106,1123,624,3,236,685,669,730,432,3,297,470,437,393,192
2018,2,A,골목상권,1000128,광나루로24길,3067,1465,1602,9,623,823,775,594,243,4,244,353,376,314,174,5,379,470,399,280,69
2018,2,A,골목상권,1000127,광나루로12길,2562,1398,1164,9,402,582,605,567,397,7,197,344,340,243,267,2,205,238,265,324,130
2018,2,A,골목상권,1000126,한림말길,1715,761,954,5,343,399,405,345,218,0,112,151,174,181,143,5,231,248,231,164,75
2018,2,A,골목상권,1000125,한림말3길,1436,624,812,4,218,308,386,327,193,2,76,120,156,143,127,2,142,188,230,184,66
2018,2,A,골목상권,1000124,청계천로10나길,12220,8079,4141,23,1309,2643,3036,3389,1820,17,713,1759,2179,2228,1183,6,596,884,857,1161,637
2018,2,A,골목상권,1000123,장터길,1393,550,843,6,228,318,312,312,217,2,71,124,130,110,113,4,157,194,182,202,104
2018,2,A,골목상권,1000122,용답중앙길,3295,1893,1402,7,408,726,812,667,675,5,220,435,406,338,489,2,188,291,406,329,186
2018,2,A,골목상권,1000121,용답29길,10825,6801,4024,25,2006,2719,2413,2003,1659,19,1055,1792,1588,1182,1165,6,951,927,825,821,494
2018,2,A,골목상권,1000120,왕십리로6길,16842,9782,7060,35,2708,4402,4280,3540,1877,22,1523,2950,2347,1645,1295,13,1185,1452,1933,1895,582
2018,2,A,골목상권,1000119,왕십리로31길,4246,2287,1959,10,768,965,979,883,641,5,228,550,646,526,332,5,540,415,333,357,309
2018,2,A,골목상권,1000118,왕십리로26길,11028,6060,4968,27,1662,2454,2695,2655,1535,15,572,1321,1633,1658,861,12,1090,1133,1062,997,674
2018,2,A,골목상권,1000117,왕십리로21길,3584,1947,1637,12,418,781,932,947,494,6,139,355,511,570,366,6,279,426,421,377,128
2018,2,A,골목상권,1000116,왕십리로14길,17720,10481,7239,30,2703,4419,4480,3862,2226,16,1501,2987,2541,1879,1557,14,1202,1432,1939,1983,669
2018,2,A,골목상권,1000115,아차산로5길,25791,14764,11027,60,4195,6920,6687,5024,2905,32,2147,4319,3761,2558,1947,28,2048,2601,2926,2466,958
2018,2,A,골목상권,1000114,아차산로15길,23053,14949,8104,89,3961,6103,5862,4611,2427,59,2031,4124,3995,2883,1857,30,1930,1979,1867,1728,570
2018,2,A,골목상권,1000113,아차산로11길,23838,15471,8367,85,4069,6311,6122,4635,2616,53,2062,4175,4150,3033,1998,32,2007,2136,1972,1602,618
2018,2,A,골목상권,1000112,송정4가길,11738,7450,4288,51,1881,3090,3009,2406,1301,38,925,1955,1979,1520,1033,13,956,1135,1030,886,268
2018,2,A,골목상권,1000111,송정12라길,2163,1164,999,1,372,542,500,426,322,1,179,311,255,206,212,0,193,231,245,220,110
2018,2,A,골목상권,1000110,성수일로6길,33332,19377,13955,77,5966,9108,8261,6272,3648,37,3041,5836,4831,3219,2413,40,2925,3272,3430,3053,1235
2018,2,A,골목상권,1000109,성수이로7길,49655,23085,26570,242,7980,12219,14195,12682,2337,155,4701,8598,5732,2422,1477,87,3279,3621,8463,10260,860
2018,2,A,골목상권,1000108,성수이로18길,18302,11970,6332,59,3059,4786,4552,3677,2169,37,1554,3306,3135,2364,1574,22,1505,1480,1417,1313,595
2018,2,A,골목상권,1000107,성덕정길,36587,15163,21424,110,5152,8509,11191,10675,950,77,3320,6181,3750,1256,579,33,1832,2328,7441,9419,371
