NO,K,lon,lat
769,39,127.0737078,37.55983509
770,39,127.0710452,37.62922907
771,39,127.0722508,37.61661466
772,39,127.1095247,37.63927743
773,39,126.8608626,37.55797338
774,39,126.8177259,37.57035075
775,39,126.8301412,37.57492854
776,39,127.1017975,37.60049387
777,39,126.8883658,37.51755842
778,39,127.058973,37.56248502
779,39,127.0356428,37.49028717
780,39,126.9060274,37.57353209
781,40,127.0559692,37.68685877
782,40,126.9339614,37.47361931
783,40,126.8475203,37.52995871
784,40,126.8270683,37.53885739
785,40,126.9531867,37.47370984
786,40,126.8602541,37.49667843
787,40,126.8316682,37.53077141
788,40,126.8374145,37.52088897
789,40,127.0792574,37.57968469
790,40,127.0222801,37.63444973
791,40,127.0840381,37.53463405
792,40,126.8978669,37.46172322
793,40,127.032418,37.64440506
794,40,127.0785766,37.49946173
795,40,127.0675304,37.64904569
796,40,126.9825529,37.47925026
797,40,126.9950363,37.47299474
798,40,127.1034178,37.50856135
799,40,127.0668206,37.57603432
800,40,127.0770739,37.5652553
801,40,127.128095,37.55190676
802,40,127.0279354,37.63627517
803,40,126.8164535,37.58566613
804,40,127.0413863,37.66066431
805,40,127.0609412,37.61296776
806,40,127.0983262,37.61400227
807,40,126.9213366,37.6439125
808,40,127.0737078,37.55983509
809,40,127.0710452,37.62922907
810,40,127.0722508,37.61661466
811,40,127.1095247,37.63927743
812,40,126.8608626,37.55797338
813,40,126.8177259,37.57035075
814,40,126.8301412,37.57492854
815,40,127.1017975,37.60049387
816,40,126.8883658,37.51755842
817,40,127.058973,37.56248502
818,40,127.0356428,37.49028717
819,40,127.0117006,37.51903408
820,40,126.9060274,37.57353209
821,41,127.0559692,37.68685877
822,41,126.9339614,37.47361931
823,41,126.8475203,37.52995871
824,41,126.8270683,37.53885739
825,41,126.9531867,37.47370984
826,41,126.8602541,37.49667843
827,41,126.8316682,37.53077141
828,41,126.8374145,37.52088897
829,41,127.0792574,37.57968469
830,41,127.0222801,37.63444973
831,41,127.0840381,37.53463405
832,41,126.8978669,37.46172322
833,41,127.032418,37.64440506
834,41,127.0785766,37.49946173
835,41,127.0675304,37.64904569
836,41,126.9825529,37.47925026
837,41,126.9950363,37.47299474
838,41,127.1034178,37.50856135
839,41,127.0668206,37.57603432
840,41,127.0770739,37.5652553
841,41,127.128095,37.55190676
842,41,127.0279354,37.63627517
843,41,126.8164535,37.58566613
844,41,127.0413863,37.66066431
845,41,127.0609412,37.61296776
846,41,127.0983262,37.61400227
847,41,126.9213366,37.6439125
848,41,127.0737078,37.55983509
849,41,127.0710452,37.62922907
850,41,127.0722508,37.61661466
851,41,127.1095247,37.63927743
852,41,126.8608626,37.55797338
853,41,126.8177259,37.57035075
854,41,126.8301412,37.57492854
855,41,127.1017975,37.60049387
856,41,126.8883658,37.51755842
857,41,127.058973,37.56248502
858,41,127.0356428,37.49028717
859,41,127.0117006,37.51903408
860,41,127.129303,37.53658752
861,41,126.9060274,37.57353209
862,42,127.0559692,37.68685877
863,42,126.9339614,37.47361931
864,42,126.8475203,37.52995871
865,42,126.8270683,37.53885739
866,42,126.9531867,37.47370984
867,42,126.8602541,37.49667843
868,42,126.8316682,37.53077141
869,42,126.8374145,37.52088897
870,42,127.0792574,37.57968469
871,42,127.0222801,37.63444973
872,42,127.0840381,37.53463405
873,42,126.8978669,37.46172322
874,42,127.032418,37.64440506
875,42,127.0785766,37.49946173
876,42,127.0675304,37.64904569
877,42,126.9825529,37.47925026
878,42,126.9950363,37.47299474
879,42,127.1034178,37.50856135
880,42,127.0668206,37.57603432
881,42,127.0770739,37.5652553
882,42,127.128095,37.55190676
883,42,127.0279354,37.63627517
884,42,126.8164535,37.58566613
885,42,127.0413863,37.66066431
886,42,127.0609412,37.61296776
887,42,127.0983262,37.61400227
888,42,126.9213366,37.6439125
889,42,127.0737078,37.55983509
890,42,127.0710452,37.62922907
891,42,127.0722508,37.61661466
892,42,127.1095247,37.63927743
893,42,126.8608626,37.55797338
894,42,126.8177259,37.57035075
895,42,126.8301412,37.57492854
896,42,127.1017975,37.60049387
897,42,126.8883658,37.51755842
898,42,127.058973,37.56248502
899,42,127.0356428,37.49028717
900,42,127.0117006,37.51903408
901,42,127.129303,37.53658752
902,42,127.0599462,37.5895291
903,42,126.9060274,37.57353209
904,43,127.0559692,37.68685877
905,43,126.9339614,37.47361931
906,43,126.8475203,37.52995871
907,43,126.8270683,37.53885739
908,43,126.9531867,37.47370984
909,43,126.8602541,37.49667843
910,43,126.8316682,37.53077141
911,43,126.8374145,37.52088897
912,43,127.0792574,37.57968469
913,43,127.0222801,37.63444973
914,43,127.0840381,37.53463405
915,43,126.8978669,37.46172322
916,43,127.032418,37.64440506
917,43,127.0785766,37.49946173
918,43,127.0675304,37.64904569
919,43,126.9825529,37.47925026
920,43,126.9950363,37.47299474
921,43,127.1034178,37.50856135
922,43,127.0668206,37.57603432
923,43,127.0770739,37.5652553
924,43,127.128095,37.55190676
925,43,127.0279354,37.63627517
926,43,126.8164535,37.58566613
927,43,127.0413863,37.66066431
928,43,127.0609412,37.61296776
929,43,127.0983262,37.61400227
930,43,126.9213366,37.6439125
931,43,127.0737078,37.55983509
932,43,127.0710452,37.62922907
933,43,127.0722508,37.61661466
934,43,127.1095247,37.63927743
935,43,126.8608626,37.55797338
936,43,126.8177259,37.57035075
937,43,126.8301412,37.57492854
938,43,127.1017975,37.60049387
939,43,126.8883658,37.51755842
940,43,127.058973,37.56248502
941,43,127.0356428,37.49028717
942,43,127.0117006,37.51903408
943,43,127.129303,37.53658752
944,43,127.0599462,37.5895291
945,43,127.0445947,37.69222338
946,43,126.9060274,37.57353209
947,44,127.0559692,37.68685877
948,44,126.9339614,37.47361931
949,44,126.8475203,37.52995871
950,44,126.8270683,37.53885739
951,44,126.9531867,37.47370984
952,44,126.8602541,37.49667843
953,44,126.8316682,37.53077141
954,44,126.8374145,37.52088897
955,44,127.0792574,37.57968469
956,44,127.0222801,37.63444973
957,44,127.0840381,37.53463405
958,44,126.8978669,37.46172322
959,44,127.032418,37.64440506
960,44,127.0785766,37.49946173
961,44,127.0675304,37.64904569
962,44,126.9825529,37.47925026
963,44,126.9950363,37.47299474
964,44,127.1034178,37.50856135
965,44,127.0668206,37.57603432
966,44,127.0770739,37.5652553
967,44,127.128095,37.55190676
968,44,127.0279354,37.63627517
969,44,126.8164535,37.58566613
970,44,127.0413863,37.66066431
971,44,127.0609412,37.61296776
972,44,127.0983262,37.61400227
973,44,126.9213366,37.6439125
974,44,127.0737078,37.55983509
975,44,127.0710452,37.62922907
976,44,127.0722508,37.61661466
977,44,127.1095247,37.63927743
978,44,126.8608626,37.55797338
979,44,126.8177259,37.57035075
980,44,126.8301412,37.57492854
981,44,127.1017975,37.60049387
982,44,126.8883658,37.51755842
983,44,127.058973,37.56248502
984,44,127.0356428,37.49028717
985,44,127.0117006,37.51903408
986,44,127.129303,37.53658752
987,44,127.0599462,37.5895291
988,44,127.0445947,37.69222338
989,44,127.075778,37.59409379
990,44,126.9060274,37.57353209
991,45,127.0559692,37.68685877
992,45,126.9339614,37.47361931
993,45,126.8475203,37.52995871
994,45,126.8270683,37.53885739
995,45,126.9531867,37.47370984
996,45,126.8602541,37.49667843
997,45,126.8316682,37.53077141
998,45,126.8374145,37.52088897
999,45,127.0792574,37.57968469
1000,45,127.0222801,37.63444973
1001,45,127.0840381,37.53463405
1002,45,126.8978669,37.46172322
1003,45,127.032418,37.64440506
1004,45,127.0785766,37.49946173
1005,45,127.0675304,37.64904569
1006,45,126.9825529,37.47925026
1007,45,126.9950363,37.47299474
1008,45,127.1034178,37.50856135
1009,45,127.0668206,37.57603432
1010,45,127.0770739,37.5652553
1011,45,127.128095,37.55190676
1012,45,127.0279354,37.63627517
1013,45,126.8164535,37.58566613
1014,45,127.0413863,37.66066431
1015,45,127.0609412,37.61296776
1016,45,127.0983262,37.61400227
1017,45,126.9213366,37.6439125
1018,45,127.0737078,37.55983509
1019,45,127.0710452,37.62922907
1020,45,127.0722508,37.61661466
1021,45,127.1095247,37.63927743
1022,45,126.8608626,37.55797338
1023,45,126.8177259,37.57035075
1024,45,126.8301412,37.57492854
1025,45,127.1017975,37.60049387
1026,45,126.8883658,37.51755842
1027,45,127.058973,37.56248502
1028,45,127.0356428,37.49028717
1029,45,127.0117006,37.51903408
1030,45,127.129303,37.53658752
1031,45,127.0599462,37.5895291
1032,45,127.0445947,37.69222338
1033,45,127.075778,37.59409379
1034,45,127.0438522,37.62822573
1035,45,126.9060274,37.57353209
1036,46,127.0559692,37.68685877
1037,46,126.9339614,37.47361931
1038,46,126.8475203,37.52995871
1039,46,126.8270683,37.53885739
1040,46,126.9531867,37.47370984
1041,46,126.8602541,37.49667843
1042,46,126.8316682,37.53077141
1043,46,126.8374145,37.52088897
1044,46,127.0792574,37.57968469
1045,46,127.0222801,37.63444973
1046,46,127.0840381,37.53463405
1047,46,126.8978669,37.46172322
1048,46,127.032418,37.64440506
1049,46,127.0785766,37.49946173
1050,46,127.0675304,37.64904569
1051,46,126.9825529,37.47925026
1052,46,126.9950363,37.47299474
1053,46,127.1034178,37.50856135
1054,46,127.0668206,37.57603432
1055,46,127.0770739,37.5652553
1056,46,127.128095,37.55190676
1057,46,127.0279354,37.63627517
1058,46,126.8164535,37.58566613
1059,46,127.0413863,37.66066431
1060,46,127.0609412,37.61296776
1061,46,127.0983262,37.61400227
1062,46,126.9213366,37.6439125
1063,46,127.0737078,37.55983509
1064,46,127.0710452,37.62922907
1065,46,127.0722508,37.61661466
1066,46,127.1095247,37.63927743
1067,46,126.8608626,37.55797338
1068,46,126.8177259,37.57035075
1069,46,126.8301412,37.57492854
1070,46,127.1017975,37.60049387
1071,46,126.8883658,37.51755842
1072,46,127.058973,37.56248502
1073,46,127.0356428,37.49028717
1074,46,127.0117006,37.51903408
1075,46,127.129303,37.53658752
1076,46,127.0599462,37.5895291
1077,46,127.0445947,37.69222338
1078,46,127.075778,37.59409379
1079,46,127.0438522,37.62822573
1080,46,127.0522496,37.55074215
1081,46,126.9060274,37.57353209
1082,47,127.0559692,37.68685877
1083,47,126.9339614,37.47361931
1084,47,126.8475203,37.52995871
1085,47,126.8270683,37.53885739
1086,47,126.9531867,37.47370984
1087,47,126.8602541,37.49667843
1088,47,126.8316682,37.53077141
1089,47,126.8374145,37.52088897
1090,47,127.0792574,37.57968469
1091,47,127.0222801,37.63444973
1092,47,127.0840381,37.53463405
1093,47,126.8978669,37.46172322
1094,47,127.032418,37.64440506
1095,47,127.0785766,37.49946173
1096,47,127.0675304,37.64904569
1097,47,126.9825529,37.47925026
1098,47,126.9950363,37.47299474
1099,47,127.1034178,37.50856135
1100,47,127.0668206,37.57603432
1101,47,127.0770739,37.5652553
1102,47,127.128095,37.55190676
1103,47,127.0279354,37.63627517
1104,47,126.8164535,37.58566613
1105,47,127.0413863,37.66066431
1106,47,127.0609412,37.61296776
1107,47,127.0983262,37.61400227
1108,47,126.9213366,37.6439125
1109,47,127.0737078,37.55983509
1110,47,127.0710452,37.62922907
1111,47,127.0722508,37.61661466
1112,47,127.1095247,37.63927743
1113,47,126.8608626,37.55797338
1114,47,126.8177259,37.57035075
1115,47,126.8301412,37.57492854
1116,47,127.1017975,37.60049387
1117,47,126.8883658,37.51755842
1118,47,127.058973,37.56248502
1119,47,127.0356428,37.49028717
1120,47,127.0117006,37.51903408
1121,47,127.129303,37.53658752
1122,47,127.0599462,37.5895291
1123,47,127.0445947,37.69222338
1124,47,127.075778,37.59409379
1125,47,127.0438522,37.62822573
1126,47,127.0522496,37.55074215
1127,47,126.929239,37.49973594
1128,47,126.9060274,37.57353209
1129,48,127.0559692,37.68685877
1130,48,126.9339614,37.47361931
1131,48,126.8475203,37.52995871
1132,48,126.8270683,37.53885739
1133,48,126.9531867,37.47370984
1134,48,126.8602541,37.49667843
1135,48,126.8316682,37.53077141
1136,48,126.8374145,37.52088897
1137,48,127.0792574,37.57968469
1138,48,127.0222801,37.63444973
1139,48,127.0840381,37.53463405
1140,48,126.8978669,37.46172322
1141,48,127.032418,37.64440506
1142,48,127.0785766,37.49946173
1143,48,127.0675304,37.64904569
1144,48,126.9825529,37.47925026
1145,48,126.9950363,37.47299474
1146,48,127.1034178,37.50856135
1147,48,127.0668206,37.57603432
1148,48,127.0770739,37.5652553
1149,48,127.128095,37.55190676
1150,48,127.0279354,37.63627517
1151,48,126.8164535,37.58566613
1152,48,127.0413863,37.66066431
1153,48,127.0609412,37.61296776
1154,48,127.0983262,37.61400227
1155,48,126.9213366,37.6439125
1156,48,127.0737078,37.55983509
1157,48,127.0710452,37.62922907
1158,48,127.0722508,37.61661466
1159,48,127.1095247,37.63927743
1160,48,126.8608626,37.55797338
1161,48,126.8177259,37.57035075
1162,48,126.8301412,37.57492854
1163,48,127.1017975,37.60049387
1164,48,126.8883658,37.51755842
1165,48,127.058973,37.56248502
1166,48,127.0356428,37.49028717
1167,48,127.0117006,37.51903408
1168,48,127.129303,37.53658752
1169,48,127.0599462,37.5895291
1170,48,127.0445947,37.69222338
1171,48,127.075778,37.59409379
1172,48,127.0438522,37.62822573
1173,48,127.0522496,37.55074215
1174,48,126.929239,37.49973594
1175,48,126.9060274,37.57353209
1176,48,127.1317174,37.50594889
1177,49,127.0559692,37.68685877
1178,49,126.9339614,37.47361931
1179,49,126.8475203,37.52995871
1180,49,126.8270683,37.53885739
1181,49,126.9531867,37.47370984
1182,49,126.8602541,37.49667843
1183,49,126.8316682,37.53077141
1184,49,126.8374145,37.52088897
1185,49,127.0792574,37.57968469
1186,49,127.0222801,37.63444973
1187,49,127.0840381,37.53463405
1188,49,126.8978669,37.46172322
1189,49,127.032418,37.64440506
1190,49,127.0785766,37.49946173
1191,49,127.0675304,37.64904569
1192,49,126.9825529,37.47925026
1193,49,126.9950363,37.47299474
1194,49,127.1034178,37.50856135
1195,49,127.0668206,37.57603432
1196,49,127.0770739,37.5652553
1197,49,127.128095,37.55190676
1198,49,127.0279354,37.63627517
1199,49,126.8164535,37.58566613
1200,49,127.0413863,37.66066431
1201,49,127.0609412,37.61296776
1202,49,127.0983262,37.61400227
1203,49,126.9213366,37.6439125
1204,49,127.0737078,37.55983509
1205,49,127.0710452,37.62922907
1206,49,127.0722508,37.61661466
1207,49,127.1095247,37.63927743
1208,49,126.8608626,37.55797338
1209,49,126.8177259,37.57035075
1210,49,126.8301412,37.57492854
1211,49,127.1017975,37.60049387
1212,49,126.8883658,37.51755842
1213,49,127.058973,37.56248502
1214,49,127.0356428,37.49028717
1215,49,127.0117006,37.51903408
1216,49,127.129303,37.53658752
1217,49,127.0599462,37.5895291
1218,49,127.0445947,37.69222338
1219,49,127.075778,37.59409379
1220,49,127.0438522,37.62822573
1221,49,127.0522496,37.55074215
1222,49,126.929239,37.49973594
1223,49,126.9060274,37.57353209
1224,49,127.1317174,37.50594889
1225,49,126.8376614,37.49294851
1226,50,127.0559692,37.68685877
1227,50,126.9339614,37.47361931
1228,50,126.8475203,37.52995871
1229,50,126.8270683,37.53885739
1230,50,126.9531867,37.47370984
1231,50,126.8602541,37.49667843
1232,50,126.8316682,37.53077141
1233,50,126.8374145,37.52088897
1234,50,127.0792574,37.57968469
1235,50,127.0222801,37.63444973
1236,50,127.0840381,37.53463405
1237,50,126.8978669,37.46172322
1238,50,127.032418,37.64440506
1239,50,127.0785766,37.49946173
1240,50,127.0675304,37.64904569
1241,50,126.9825529,37.47925026
1242,50,126.9950363,37.47299474
1243,50,127.1034178,37.50856135
1244,50,127.0668206,37.57603432
1245,50,127.0770739,37.5652553
1246,50,127.128095,37.55190676
1247,50,127.0279354,37.63627517
1248,50,126.8164535,37.58566613
1249,50,127.0413863,37.66066431
1250,50,127.0609412,37.61296776
1251,50,127.0983262,37.61400227
1252,50,126.9213366,37.6439125
1253,50,127.0737078,37.55983509
1254,50,127.0710452,37.62922907
1255,50,127.0722508,37.61661466
1256,50,127.1095247,37.63927743
1257,50,126.8608626,37.55797338
1258,50,126.8177259,37.57035075
1259,50,126.8301412,37.57492854
1260,50,127.1017975,37.60049387
1261,50,126.8883658,37.51755842
1262,50,127.058973,37.56248502
1263,50,127.0356428,37.49028717
1264,50,127.0117006,37.51903408
1265,50,127.129303,37.53658752
1266,50,127.0599462,37.5895291
1267,50,127.0445947,37.69222338
1268,50,127.075778,37.59409379
1269,50,127.0438522,37.62822573
1270,50,127.0522496,37.55074215
1271,50,126.929239,37.49973594
1272,50,126.9060274,37.57353209
1273,50,127.1317174,37.50594889
1274,50,126.8376614,37.49294851
1275,50,126.9649835,37.5638992
1276,51,127.0559692,37.68685877
1277,51,126.9339614,37.47361931
1278,51,126.8475203,37.52995871
1279,51,126.8270683,37.53885739
1280,51,126.9531867,37.47370984
1281,51,126.8602541,37.49667843
1282,51,126.8316682,37.53077141
1283,51,126.8374145,37.52088897
1284,51,127.0792574,37.57968469
1285,51,127.0222801,37.63444973
1286,51,127.0840381,37.53463405
1287,51,126.8978669,37.46172322
1288,51,127.032418,37.64440506
1289,51,127.0785766,37.49946173
1290,51,127.0675304,37.64904569
1291,51,126.9825529,37.47925026
1292,51,126.9950363,37.47299474
1293,51,127.1034178,37.50856135
1294,51,127.0668206,37.57603432
1295,51,127.0770739,37.5652553
1296,51,127.128095,37.55190676
1297,51,127.0279354,37.63627517
1298,51,126.8164535,37.58566613
1299,51,127.0413863,37.66066431
1300,51,127.0609412,37.61296776
1301,51,127.0983262,37.61400227
1302,51,126.9213366,37.6439125
1303,51,127.0737078,37.55983509
1304,51,127.0710452,37.62922907
1305,51,127.0722508,37.61661466
1306,51,127.1095247,37.63927743
1307,51,126.8608626,37.55797338
1308,51,126.8177259,37.57035075
1309,51,126.8301412,37.57492854
1310,51,127.1017975,37.60049387
1311,51,126.8883658,37.51755842
1312,51,127.058973,37.56248502
1313,51,127.0356428,37.49028717
1314,51,127.0117006,37.51903408
1315,51,127.129303,37.53658752
1316,51,127.0599462,37.5895291
1317,51,127.0445947,37.69222338
1318,51,127.075778,37.59409379
1319,51,127.0438522,37.62822573
1320,51,127.0522496,37.55074215
1321,51,126.929239,37.49973594
1322,51,126.9060274,37.57353209
1323,51,127.1317174,37.50594889
1324,51,126.8376614,37.49294851
1325,51,126.9649835,37.5638992
1326,51,127.1463365,37.52492212
1327,52,127.0559692,37.68685877
1328,52,126.9339614,37.47361931
1329,52,126.8475203,37.52995871
1330,52,126.8270683,37.53885739
1331,52,126.9531867,37.47370984
1332,52,126.8602541,37.49667843
1333,52,126.8316682,37.53077141
1334,52,126.8374145,37.52088897
1335,52,127.0792574,37.57968469
1336,52,127.0222801,37.63444973
1337,52,127.0840381,37.53463405
1338,52,126.8978669,37.46172322
1339,52,127.032418,37.64440506
1340,52,127.0785766,37.49946173
1341,52,127.0675304,37.64904569
1342,52,126.9825529,37.47925026
1343,52,126.9950363,37.47299474
1344,52,127.1034178,37.50856135
1345,52,127.0668206,37.57603432
1346,52,127.0770739,37.5652553
1347,52,127.128095,37.55190676
1348,52,127.0279354,37.63627517
1349,52,126.8164535,37.58566613
1350,52,127.0413863,37.66066431
1351,52,127.0609412,37.61296776
1352,52,127.0983262,37.61400227
1353,52,126.9213366,37.6439125
1354,52,127.0737078,37.55983509
1355,52,127.0710452,37.62922907
1356,52,127.0722508,37.61661466
1357,52,127.1095247,37.63927743
1358,52,126.8608626,37.55797338
1359,52,126.8177259,37.57035075
1360,52,126.8301412,37.57492854
1361,52,127.1017975,37.60049387
1362,52,126.8883658,37.51755842
1363,52,127.058973,37.56248502
1364,52,127.0356428,37.49028717
1365,52,127.0117006,37.51903408
1366,52,127.129303,37.53658752
1367,52,127.0599462,37.5895291
1368,52,127.0445947,37.69222338
1369,52,127.075778,37.59409379
1370,52,127.0438522,37.62822573
1371,52,127.0522496,37.55074215
1372,52,126.929239,37.49973594
1373,52,126.9060274,37.57353209
1374,52,127.1317174,37.50594889
1375,52,126.8376614,37.49294851
1376,52,126.9649835,37.5638992
1377,52,127.1463365,37.52492212
1378,52,127.1058513,37.47612045
1379,53,127.0559692,37.68685877
1380,53,126.9339614,37.47361931
1381,53,126.8475203,37.52995871
1382,53,126.8270683,37.53885739
1383,53,126.9531867,37.47370984
1384,53,126.8602541,37.49667843
1385,53,126.8316682,37.53077141
1386,53,126.8374145,37.52088897
1387,53,127.0792574,37.57968469
1388,53,127.0222801,37.63444973
1389,53,127.0840381,37.53463405
1390,53,126.8978669,37.46172322
1391,53,127.032418,37.64440506
1392,53,127.0785766,37.49946173
1393,53,127.0675304,37.64904569
1394,53,126.9825529,37.47925026
1395,53,126.9950363,37.47299474
1396,53,127.1034178,37.50856135
1397,53,127.0668206,37.57603432
1398,53,127.0770739,37.5652553
1399,53,127.128095,37.55190676
1400,53,127.0279354,37.63627517
1401,53,126.8164535,37.58566613
1402,53,127.0413863,37.66066431
1403,53,127.0609412,37.61296776
1404,53,127.0983262,37.61400227
1405,53,126.9213366,37.6439125
1406,53,127.0737078,37.55983509
1407,53,127.0710452,37.62922907
1408,53,127.0722508,37.61661466
1409,53,127.1095247,37.63927743
1410,53,126.8608626,37.55797338
1411,53,126.8177259,37.57035075
1412,53,126.8301412,37.57492854
1413,53,127.1017975,37.60049387
1414,53,126.8883658,37.51755842
1415,53,127.058973,37.56248502
1416,53,127.0356428,37.49028717
1417,53,127.0117006,37.51903408
1418,53,127.129303,37.53658752
1419,53,127.0599462,37.5895291
1420,53,127.0445947,37.69222338
1421,53,127.075778,37.59409379
1422,53,127.0438522,37.62822573
1423,53,127.0522496,37.55074215
1424,53,126.929239,37.49973594
1425,53,126.9060274,37.57353209
1426,53,127.1317174,37.50594889
1427,53,126.8376614,37.49294851
1428,53,126.9649835,37.5638992
1429,53,127.1463365,37.52492212
1430,53,127.1058513,37.47612045
1431,53,127.0169049,37.58936078
1432,54,127.0559692,37.68685877
1433,54,126.9339614,37.47361931
1434,54,126.8475203,37.52995871
1435,54,126.8270683,37.53885739
1436,54,126.9531867,37.47370984
1437,54,126.8602541,37.49667843
1438,54,126.8316682,37.53077141
1439,54,126.8374145,37.52088897
1440,54,127.0792574,37.57968469
1441,54,127.0222801,37.63444973
1442,54,127.0840381,37.53463405
1443,54,126.8978669,37.46172322
1444,54,127.032418,37.64440506
1445,54,127.0785766,37.49946173
1446,54,127.0675304,37.64904569
1447,54,126.9825529,37.47925026
1448,54,126.9950363,37.47299474
1449,54,127.1034178,37.50856135
1450,54,127.0668206,37.57603432
1451,54,127.0770739,37.5652553
1452,54,127.128095,37.55190676
1453,54,127.0279354,37.63627517
1454,54,126.8164535,37.58566613
1455,54,127.0413863,37.66066431
1456,54,127.0609412,37.61296776
1457,54,127.0983262,37.61400227
1458,54,126.9213366,37.6439125
1459,54,127.0737078,37.55983509
1460,54,127.0710452,37.62922907
1461,54,127.0722508,37.61661466
1462,54,127.1095247,37.63927743
1463,54,126.8608626,37.55797338
1464,54,126.8177259,37.57035075
1465,54,126.8301412,37.57492854
1466,54,127.1017975,37.60049387
1467,54,126.8883658,37.51755842
1468,54,127.058973,37.56248502
1469,54,127.0356428,37.49028717
1470,54,127.0117006,37.51903408
1471,54,127.129303,37.53658752
1472,54,127.0599462,37.5895291
1473,54,127.0445947,37.69222338
1474,54,127.075778,37.59409379
1475,54,127.0438522,37.62822573
1476,54,127.0522496,37.55074215
1477,54,126.929239,37.49973594
1478,54,126.9060274,37.57353209
1479,54,127.1317174,37.50594889
1480,54,126.8376614,37.49294851
1481,54,126.9649835,37.5638992
1482,54,127.1463365,37.52492212
1483,54,127.1058513,37.47612045
1484,54,127.0169049,37.58936078
1485,54,126.900322,37.57891129
1486,55,127.0559692,37.68685877
1487,55,126.9339614,37.47361931
1488,55,126.8475203,37.52995871
1489,55,126.8270683,37.53885739
1490,55,126.9531867,37.47370984
1491,55,126.8602541,37.49667843
1492,55,126.8316682,37.53077141
1493,55,126.8374145,37.52088897
1494,55,127.0792574,37.57968469
1495,55,127.0222801,37.63444973
1496,55,127.0840381,37.53463405
1497,55,126.8978669,37.46172322
1498,55,127.032418,37.64440506
1499,55,127.0785766,37.49946173
1500,55,127.0675304,37.64904569
1501,55,126.9825529,37.47925026
1502,55,126.9950363,37.47299474
1503,55,127.1034178,37.50856135
1504,55,127.0668206,37.57603432
1505,55,127.0770739,37.5652553
1506,55,127.128095,37.55190676
1507,55,127.0279354,37.63627517
1508,55,126.8164535,37.58566613
1509,55,127.0413863,37.66066431
1510,55,127.0609412,37.61296776
1511,55,127.0983262,37.61400227
1512,55,126.9213366,37.6439125
1513,55,127.0737078,37.55983509
1514,55,127.0710452,37.62922907
1515,55,127.0722508,37.61661466
1516,55,127.1095247,37.63927743
1517,55,126.8608626,37.55797338
