num,lon,lat
1,127.058973,37.56248502
2,127.058973,37.56248502
2,126.8608626,37.55797338
3,127.0751929,37.49764689
3,127.058973,37.56248502
3,126.8608626,37.55797338
4,127.0751929,37.49764689
4,126.9060274,37.57353209
4,127.058973,37.56248502
4,126.8608626,37.55797338
5,127.0751929,37.49764689
5,126.9060274,37.57353209
5,126.8771776,37.50217699
5,127.058973,37.56248502
5,126.8608626,37.55797338
6,127.0751929,37.49764689
6,126.9060274,37.57353209
6,126.8771776,37.50217699
6,126.9022103,37.48427922
6,127.058973,37.56248502
6,126.8608626,37.55797338
7,127.1034226,37.50766
7,127.0751929,37.49764689
7,126.9060274,37.57353209
7,126.8771776,37.50217699
7,126.9022103,37.48427922
7,127.058973,37.56248502
7,126.8608626,37.55797338
8,127.1034226,37.50766
8,127.0751929,37.49764689
8,126.9060274,37.57353209
8,126.8771776,37.50217699
8,126.9022103,37.48427922
8,127.058973,37.56248502
8,126.8608626,37.55797338
8,126.8164618,37.58476484
9,127.1034226,37.50766
9,127.0668206,37.57603432
9,127.0751929,37.49764689
9,126.9060274,37.57353209
9,126.8771776,37.50217699
9,126.9022103,37.48427922
9,127.058973,37.56248502
9,126.8608626,37.55797338
9,126.8164618,37.58476484
10,127.1034226,37.50766
10,127.0668206,37.57603432
10,127.129303,37.53658752
10,127.0751929,37.49764689
10,126.9060274,37.57353209
10,126.8771776,37.50217699
10,126.9022103,37.48427922
10,127.058973,37.56248502
10,126.8608626,37.55797338
10,126.8164618,37.58476484
11,127.1034226,37.50766
11,127.0668206,37.57603432
11,127.129303,37.53658752
11,126.8602541,37.49667843
11,127.0751929,37.49764689
11,126.9060274,37.57353209
11,126.8771776,37.50217699
11,126.9022103,37.48427922
11,127.058973,37.56248502
11,126.8608626,37.55797338
11,126.8164618,37.58476484
12,127.1034226,37.50766
12,127.0668206,37.57603432
12,127.129303,37.53658752
12,126.8602541,37.49667843
12,127.0751929,37.49764689
12,126.9060274,37.57353209
12,126.8771776,37.50217699
12,126.9022103,37.48427922
12,127.058973,37.56248502
12,126.8608626,37.55797338
12,126.8164618,37.58476484
12,127.0737078,37.55983509
13,127.1034226,37.50766
13,127.0668206,37.57603432
13,127.129303,37.53658752
13,126.8602541,37.49667843
13,127.0751929,37.49764689
13,126.9060274,37.57353209
13,126.8771776,37.50217699
13,126.9022103,37.48427922
13,126.8475203,37.52995871
13,127.058973,37.56248502
13,126.8608626,37.55797338
13,126.8164618,37.58476484
13,127.0737078,37.55983509
14,127.1034226,37.50766
14,127.0668206,37.57603432
14,127.129303,37.53658752
14,126.8602541,37.49667843
14,127.0751929,37.49764689
14,126.9060274,37.57353209
14,126.8771776,37.50217699
14,126.9022103,37.48427922
14,126.8475203,37.52995871
14,127.0169049,37.58936078
14,127.058973,37.56248502
14,126.8608626,37.55797338
14,126.8164618,37.58476484
14,127.0737078,37.55983509
15,127.1034226,37.50766
15,127.0668206,37.57603432
15,127.129303,37.53658752
15,126.8602541,37.49667843
15,127.0751929,37.49764689
15,126.9060274,37.57353209
15,126.8771776,37.50217699
15,126.9022103,37.48427922
15,126.8475203,37.52995871
15,127.0169049,37.58936078
15,127.058973,37.56248502
15,126.8270683,37.53885739
15,126.8608626,37.55797338
15,126.8164618,37.58476484
15,127.0737078,37.55983509
16,127.1034226,37.50766
16,127.0668206,37.57603432
16,127.129303,37.53658752
16,126.8602541,37.49667843
16,127.0751929,37.49764689
16,126.9060274,37.57353209
16,126.8771776,37.50217699
16,126.9022103,37.48427922
16,126.8475203,37.52995871
16,127.0169049,37.58936078
16,127.058973,37.56248502
16,126.8270683,37.53885739
16,126.8608626,37.55797338
16,126.8316682,37.53077141
16,126.8164618,37.58476484
16,127.0737078,37.55983509
17,127.1034226,37.50766
17,127.0668206,37.57603432
17,127.129303,37.53658752
17,126.8602541,37.49667843
17,127.0751929,37.49764689
17,126.9060274,37.57353209
17,126.8771776,37.50217699
17,126.9022103,37.48427922
17,126.8475203,37.52995871
17,127.0169049,37.58936078
17,127.058973,37.56248502
17,126.8270683,37.53885739
17,126.8608626,37.55797338
17,126.8316682,37.53077141
17,126.8374145,37.52088897
17,126.8164618,37.58476484
17,127.0737078,37.55983509
18,127.1034226,37.50766
18,127.0668206,37.57603432
18,127.129303,37.53658752
18,126.8602541,37.49667843
18,127.0751929,37.49764689
18,126.9060274,37.57353209
18,126.8771776,37.50217699
18,126.9022103,37.48427922
18,126.8475203,37.52995871
18,127.0169049,37.58936078
18,127.058973,37.56248502
18,126.8270683,37.53885739
18,126.8608626,37.55797338
18,126.8316682,37.53077141
18,126.8374145,37.52088897
18,127.1317174,37.50594889
18,126.8164618,37.58476484
18,127.0737078,37.55983509
19,127.1034226,37.50766
19,127.0668206,37.57603432
19,127.129303,37.53658752
19,126.8602541,37.49667843
19,127.0751929,37.49764689
19,126.9060274,37.57353209
19,126.8771776,37.50217699
19,126.9022103,37.48427922
19,126.8475203,37.52995871
19,127.0169049,37.58936078
19,127.058973,37.56248502
19,126.8270683,37.53885739
19,126.8608626,37.55797338
19,126.8316682,37.53077141
19,126.8374145,37.52088897
19,127.1317174,37.50594889
19,127.032418,37.64440506
19,126.8164618,37.58476484
19,127.0737078,37.55983509
20,127.1034226,37.50766
20,127.0668206,37.57603432
20,127.129303,37.53658752
20,126.8602541,37.49667843
20,127.0751929,37.49764689
20,126.9060274,37.57353209
20,126.8771776,37.50217699
20,126.9022103,37.48427922
20,126.8475203,37.52995871
20,127.0169049,37.58936078
20,127.058973,37.56248502
20,126.8270683,37.53885739
20,126.8608626,37.55797338
20,126.8316682,37.53077141
20,126.8374145,37.52088897
20,127.1317174,37.50594889
20,127.032418,37.64440506
20,126.8978669,37.46172322
20,126.8164618,37.58476484
20,127.0737078,37.55983509
21,127.1034226,37.50766
21,127.0668206,37.57603432
21,127.129303,37.53658752
21,126.8602541,37.49667843
21,127.0751929,37.49764689
21,126.9060274,37.57353209
21,126.8771776,37.50217699
21,126.9022103,37.48427922
21,126.8475203,37.52995871
21,127.0169049,37.58936078
21,127.058973,37.56248502
21,126.8270683,37.53885739
21,126.8608626,37.55797338
21,126.8316682,37.53077141
21,126.8374145,37.52088897
21,127.1317174,37.50594889
21,127.032418,37.64440506
21,126.8978669,37.46172322
21,127.0609412,37.61296776
21,126.8164618,37.58476484
21,127.0737078,37.55983509
22,127.1034226,37.50766
22,127.0668206,37.57603432
22,127.129303,37.53658752
22,126.8602541,37.49667843
22,127.0751929,37.49764689
22,126.9060274,37.57353209
22,126.8771776,37.50217699
22,126.9022103,37.48427922
22,126.8475203,37.52995871
22,127.0169049,37.58936078
22,127.058973,37.56248502
22,126.8270683,37.53885739
22,126.8608626,37.55797338
22,126.8316682,37.53077141
22,126.8374145,37.52088897
22,127.1317174,37.50594889
22,127.032418,37.64440506
22,126.8978669,37.46172322
22,127.0609412,37.61296776
22,127.0413863,37.66066431
22,126.8164618,37.58476484
22,127.0737078,37.55983509
23,127.1034226,37.50766
23,127.0668206,37.57603432
23,127.129303,37.53658752
23,126.8602541,37.49667843
23,127.0751929,37.49764689
23,126.9060274,37.57353209
23,126.8771776,37.50217699
23,126.9022103,37.48427922
23,126.8475203,37.52995871
23,127.0169049,37.58936078
23,127.058973,37.56248502
23,126.8270683,37.53885739
23,126.8608626,37.55797338
23,126.8316682,37.53077141
23,126.8374145,37.52088897
23,127.1317174,37.50594889
23,127.032418,37.64440506
23,126.8978669,37.46172322
23,127.0609412,37.61296776
23,127.0413863,37.66066431
23,127.075778,37.59409379
23,126.8164618,37.58476484
23,127.0737078,37.55983509
24,127.1034226,37.50766
24,127.0668206,37.57603432
24,127.129303,37.53658752
24,126.8602541,37.49667843
24,127.0751929,37.49764689
24,126.9060274,37.57353209
24,126.8771776,37.50217699
24,126.9022103,37.48427922
24,126.8475203,37.52995871
24,127.0169049,37.58936078
24,127.058973,37.56248502
24,126.8270683,37.53885739
24,126.8608626,37.55797338
24,126.8316682,37.53077141
24,126.8374145,37.52088897
24,127.1317174,37.50594889
24,127.032418,37.64440506
24,126.8978669,37.46172322
24,127.0609412,37.61296776
24,127.0413863,37.66066431
24,127.075778,37.59409379
24,126.929239,37.49973594
24,126.8164618,37.58476484
24,127.0737078,37.55983509
25,127.1034226,37.50766
25,127.0668206,37.57603432
25,127.129303,37.53658752
25,126.8602541,37.49667843
25,127.0751929,37.49764689
25,126.9060274,37.57353209
25,126.8771776,37.50217699
25,126.9022103,37.48427922
25,126.8475203,37.52995871
25,127.0169049,37.58936078
25,127.058973,37.56248502
25,126.8270683,37.53885739
25,126.8608626,37.55797338
25,126.8316682,37.53077141
25,126.8374145,37.52088897
25,127.1317174,37.50594889
25,127.032418,37.64440506
25,126.8978669,37.46172322
25,127.0609412,37.61296776
25,127.0413863,37.66066431
25,127.075778,37.59409379
25,126.929239,37.49973594
25,127.0840381,37.53463405
25,126.8164618,37.58476484
25,127.0737078,37.55983509
26,127.1034226,37.50766
26,127.0668206,37.57603432
26,127.129303,37.53658752
26,126.8602541,37.49667843
26,127.0751929,37.49764689
26,126.9060274,37.57353209
26,126.8771776,37.50217699
26,126.9022103,37.48427922
26,126.8475203,37.52995871
26,127.0169049,37.58936078
26,127.058973,37.56248502
26,126.8270683,37.53885739
26,126.8608626,37.55797338
26,126.8316682,37.53077141
26,126.8374145,37.52088897
26,127.1317174,37.50594889
26,127.032418,37.64440506
26,126.8978669,37.46172322
26,127.0609412,37.61296776
26,127.0413863,37.66066431
26,127.075778,37.59409379
26,126.929239,37.49973594
26,127.0840381,37.53463405
26,126.8376614,37.49294851
26,126.8164618,37.58476484
26,127.0737078,37.55983509
27,127.1034226,37.50766
27,127.0668206,37.57603432
27,127.129303,37.53658752
27,126.8602541,37.49667843
27,127.0751929,37.49764689
27,126.9060274,37.57353209
27,126.8771776,37.50217699
27,126.9022103,37.48427922
27,126.8475203,37.52995871
27,127.0169049,37.58936078
27,127.058973,37.56248502
27,126.8270683,37.53885739
27,126.8608626,37.55797338
27,126.8316682,37.53077141
27,126.8374145,37.52088897
27,127.1317174,37.50594889
27,127.032418,37.64440506
27,126.8978669,37.46172322
27,127.0609412,37.61296776
27,127.0413863,37.66066431
27,127.075778,37.59409379
27,126.929239,37.49973594
27,127.0840381,37.53463405
27,126.8376614,37.49294851
27,126.9531867,37.47370984
27,126.8164618,37.58476484
27,127.0737078,37.55983509
28,127.1034226,37.50766
28,127.0668206,37.57603432
28,127.129303,37.53658752
28,126.8602541,37.49667843
28,127.0751929,37.49764689
28,126.9060274,37.57353209
28,126.8771776,37.50217699
28,126.9022103,37.48427922
28,126.8475203,37.52995871
28,127.0169049,37.58936078
28,127.058973,37.56248502
28,126.8270683,37.53885739
28,126.8608626,37.55797338
28,126.8316682,37.53077141
28,126.8374145,37.52088897
28,127.1317174,37.50594889
28,127.032418,37.64440506
28,126.8978669,37.46172322
28,127.0609412,37.61296776
28,127.0413863,37.66066431
28,127.075778,37.59409379
28,126.929239,37.49973594
28,127.0840381,37.53463405
28,126.8376614,37.49294851
28,126.9531867,37.47370984
28,127.0522496,37.55074215
28,126.8164618,37.58476484
28,127.0737078,37.55983509
29,127.1034226,37.50766
29,127.0668206,37.57603432
29,127.129303,37.53658752
29,126.8602541,37.49667843
29,127.0751929,37.49764689
29,126.9060274,37.57353209
29,126.8771776,37.50217699
29,126.9022103,37.48427922
29,126.8475203,37.52995871
29,127.0169049,37.58936078
29,127.058973,37.56248502
29,126.8270683,37.53885739
29,126.8608626,37.55797338
29,126.8316682,37.53077141
29,126.8374145,37.52088897
29,127.1317174,37.50594889
29,127.032418,37.64440506
29,126.8978669,37.46172322
29,127.0609412,37.61296776
29,127.0413863,37.66066431
29,127.075778,37.59409379
29,126.929239,37.49973594
29,127.0840381,37.53463405
29,126.8376614,37.49294851
29,126.9531867,37.47370984
29,127.0522496,37.55074215
29,127.0599462,37.5895291
29,126.8164618,37.58476484
29,127.0737078,37.55983509
30,127.1034226,37.50766
30,127.0668206,37.57603432
30,127.129303,37.53658752
30,126.8602541,37.49667843
30,127.0751929,37.49764689
30,126.9060274,37.57353209
30,126.8771776,37.50217699
30,126.9022103,37.48427922
30,126.8475203,37.52995871
30,127.0169049,37.58936078
30,127.058973,37.56248502
30,126.8270683,37.53885739
30,126.8608626,37.55797338
30,126.8316682,37.53077141
30,126.8374145,37.52088897
30,127.1317174,37.50594889
30,127.032418,37.64440506
30,126.8978669,37.46172322
30,127.0609412,37.61296776
30,127.0413863,37.66066431
30,127.075778,37.59409379
30,126.929239,37.49973594
30,127.0840381,37.53463405
30,126.8376614,37.49294851
30,126.9531867,37.47370984
30,127.0522496,37.55074215
30,127.0599462,37.5895291
30,127.0792574,37.57968469
30,126.8164618,37.58476484
30,127.0737078,37.55983509
31,127.1034226,37.50766
31,127.0668206,37.57603432
31,127.129303,37.53658752
31,126.8602541,37.49667843
31,127.0751929,37.49764689
31,126.9060274,37.57353209
31,126.8771776,37.50217699
31,126.9022103,37.48427922
31,126.8475203,37.52995871
31,127.0169049,37.58936078
31,127.058973,37.56248502
31,126.8270683,37.53885739
31,126.8608626,37.55797338
31,126.8316682,37.53077141
31,126.8374145,37.52088897
31,127.1317174,37.50594889
31,127.032418,37.64440506
31,126.8978669,37.46172322
31,127.0609412,37.61296776
31,127.0413863,37.66066431
31,127.075778,37.59409379
31,126.929239,37.49973594
31,127.0840381,37.53463405
31,126.8376614,37.49294851
31,126.9531867,37.47370984
31,127.0522496,37.55074215
31,127.0599462,37.5895291
31,127.0792574,37.57968469
31,127.0983262,37.61400227
31,126.8164618,37.58476484
31,127.0737078,37.55983509
32,127.1034226,37.50766
32,127.0668206,37.57603432
32,127.129303,37.53658752
32,126.8602541,37.49667843
32,127.0751929,37.49764689
32,126.9060274,37.57353209
32,126.8771776,37.50217699
32,126.9022103,37.48427922
32,126.8475203,37.52995871
32,127.0169049,37.58936078
32,127.058973,37.56248502
32,126.8270683,37.53885739
32,126.8608626,37.55797338
32,126.8316682,37.53077141
32,126.8374145,37.52088897
32,127.1317174,37.50594889
32,127.032418,37.64440506
32,126.8978669,37.46172322
32,127.0609412,37.61296776
32,127.0413863,37.66066431
32,127.075778,37.59409379
32,126.929239,37.49973594
32,127.0840381,37.53463405
32,126.8376614,37.49294851
32,126.9531867,37.47370984
32,127.0522496,37.55074215
32,127.0599462,37.5895291
32,127.0792574,37.57968469
32,127.0983262,37.61400227
32,127.0675304,37.64904569
32,126.8164618,37.58476484
32,127.0737078,37.55983509
33,127.1034226,37.50766
33,127.0668206,37.57603432
33,127.129303,37.53658752
33,126.8602541,37.49667843
33,127.0751929,37.49764689
33,126.9060274,37.57353209
33,126.8771776,37.50217699
33,126.9022103,37.48427922
33,126.8475203,37.52995871
33,127.0169049,37.58936078
33,127.058973,37.56248502
33,126.8270683,37.53885739
33,126.8608626,37.55797338
33,126.8316682,37.53077141
33,126.8374145,37.52088897
33,127.1317174,37.50594889
33,127.032418,37.64440506
33,126.8978669,37.46172322
33,127.0609412,37.61296776
33,127.0413863,37.66066431
33,127.075778,37.59409379
33,126.929239,37.49973594
33,127.0840381,37.53463405
33,126.8376614,37.49294851
33,126.9531867,37.47370984
33,127.0522496,37.55074215
33,127.0599462,37.5895291
33,127.0792574,37.57968469
33,127.0983262,37.61400227
33,127.0675304,37.64904569
33,127.0117006,37.51903408
33,126.8164618,37.58476484
33,127.0737078,37.55983509
34,127.1034226,37.50766
34,127.0668206,37.57603432
34,127.129303,37.53658752
34,126.8602541,37.49667843
34,127.0751929,37.49764689
34,126.9060274,37.57353209
34,126.8771776,37.50217699
34,126.9022103,37.48427922
34,126.8475203,37.52995871
34,127.0169049,37.58936078
34,127.058973,37.56248502
34,126.8270683,37.53885739
34,126.8608626,37.55797338
34,126.8316682,37.53077141
34,126.8374145,37.52088897
34,127.1317174,37.50594889
34,127.032418,37.64440506
34,126.8978669,37.46172322
34,127.0609412,37.61296776
34,127.0413863,37.66066431
34,127.075778,37.59409379
34,126.929239,37.49973594
34,127.0840381,37.53463405
34,126.8376614,37.49294851
34,126.9531867,37.47370984
34,127.0522496,37.55074215
34,127.0599462,37.5895291
34,127.0792574,37.57968469
34,127.0983262,37.61400227
34,127.0675304,37.64904569
34,127.0117006,37.51903408
34,126.9825529,37.47925026
34,126.8164618,37.58476484
34,127.0737078,37.55983509
35,127.1034226,37.50766
35,127.0668206,37.57603432
35,127.129303,37.53658752
35,126.8602541,37.49667843
35,127.0751929,37.49764689
35,126.9060274,37.57353209
35,126.8771776,37.50217699
35,126.9022103,37.48427922
35,126.8475203,37.52995871
35,127.0169049,37.58936078
35,127.058973,37.56248502
35,126.8270683,37.53885739
35,126.8608626,37.55797338
35,126.8316682,37.53077141
35,126.8374145,37.52088897
35,127.1317174,37.50594889
35,127.032418,37.64440506
35,126.8978669,37.46172322
35,127.0609412,37.61296776
35,127.0413863,37.66066431
35,127.075778,37.59409379
35,126.929239,37.49973594
35,127.0840381,37.53463405
35,126.8376614,37.49294851
35,126.9531867,37.47370984
35,127.0522496,37.55074215
35,127.0599462,37.5895291
35,127.0792574,37.57968469
35,127.0983262,37.61400227
35,127.0675304,37.64904569
35,127.0117006,37.51903408
35,126.9825529,37.47925026
35,126.9950363,37.47299474
35,126.8164618,37.58476484
35,127.0737078,37.55983509
36,127.1034226,37.50766
36,127.0668206,37.57603432
36,127.129303,37.53658752
36,126.8602541,37.49667843
36,127.0751929,37.49764689
36,126.9060274,37.57353209
36,126.8771776,37.50217699
36,126.9022103,37.48427922
36,126.8475203,37.52995871
36,127.0169049,37.58936078
36,127.058973,37.56248502
36,126.8270683,37.53885739
36,126.8608626,37.55797338
36,126.8316682,37.53077141
36,126.8374145,37.52088897
36,127.1317174,37.50594889
36,127.032418,37.64440506
36,126.8978669,37.46172322
36,127.0609412,37.61296776
36,127.0413863,37.66066431
36,127.075778,37.59409379
36,126.929239,37.49973594
36,127.0840381,37.53463405
36,126.8376614,37.49294851
36,126.9531867,37.47370984
36,127.0522496,37.55074215
36,127.0599462,37.5895291
36,127.0792574,37.57968469
36,127.0983262,37.61400227
36,127.0675304,37.64904569
36,127.0117006,37.51903408
36,126.9825529,37.47925026
36,126.9950363,37.47299474
36,127.0279354,37.63627517
36,126.8164618,37.58476484
36,127.0737078,37.55983509
37,127.1034226,37.50766
37,127.0668206,37.57603432
37,127.129303,37.53658752
37,126.8602541,37.49667843
37,127.0751929,37.49764689
37,126.9060274,37.57353209
37,126.8771776,37.50217699
37,126.9022103,37.48427922
37,126.8475203,37.52995871
37,127.0169049,37.58936078
37,127.058973,37.56248502
37,126.8270683,37.53885739
37,126.8608626,37.55797338
37,126.8316682,37.53077141
37,126.8374145,37.52088897
37,127.1317174,37.50594889
37,127.032418,37.64440506
37,126.8978669,37.46172322
37,127.0609412,37.61296776
37,127.0413863,37.66066431
37,127.075778,37.59409379
37,126.929239,37.49973594
37,127.0840381,37.53463405
37,126.8376614,37.49294851
37,126.9531867,37.47370984
37,127.0522496,37.55074215
37,127.0599462,37.5895291
37,127.0792574,37.57968469
37,127.0983262,37.61400227
37,127.0675304,37.64904569
37,127.0117006,37.51903408
37,126.9825529,37.47925026
37,126.9950363,37.47299474
37,127.0279354,37.63627517
37,127.0770739,37.5652553
37,126.8164618,37.58476484
37,127.0737078,37.55983509
38,127.1034226,37.50766
38,127.0668206,37.57603432
38,127.129303,37.53658752
38,126.8602541,37.49667843
38,127.0751929,37.49764689
38,126.9060274,37.57353209
38,126.8771776,37.50217699
38,126.9022103,37.48427922
38,126.8475203,37.52995871
38,127.0169049,37.58936078
38,127.058973,37.56248502
38,126.8270683,37.53885739
38,126.8608626,37.55797338
38,126.8316682,37.53077141
38,126.8374145,37.52088897
38,127.1317174,37.50594889
38,127.032418,37.64440506
38,126.8978669,37.46172322
38,127.0609412,37.61296776
38,127.0413863,37.66066431
38,127.075778,37.59409379
38,126.929239,37.49973594
38,127.0840381,37.53463405
38,126.8376614,37.49294851
38,126.9531867,37.47370984
38,127.0522496,37.55074215
38,127.0599462,37.5895291
38,127.0792574,37.57968469
38,127.0983262,37.61400227
38,127.0675304,37.64904569
38,127.0117006,37.51903408
38,126.9825529,37.47925026
38,126.9950363,37.47299474
38,127.0279354,37.63627517
38,127.0770739,37.5652553
38,126.8164618,37.58476484
38,127.0737078,37.55983509
38,127.0722508,37.61661466
39,127.1034226,37.50766
39,127.0668206,37.57603432
39,127.129303,37.53658752
39,126.8602541,37.49667843
39,127.0751929,37.49764689
39,126.9060274,37.57353209
39,126.8771776,37.50217699
39,126.9022103,37.48427922
39,126.8475203,37.52995871
39,127.0169049,37.58936078
39,127.058973,37.56248502
39,126.8270683,37.53885739
39,126.8608626,37.55797338
39,126.8316682,37.53077141
39,126.8374145,37.52088897
39,127.1317174,37.50594889
39,127.032418,37.64440506
39,126.8978669,37.46172322
39,127.0609412,37.61296776
39,127.0413863,37.66066431
39,127.075778,37.59409379
39,126.929239,37.49973594
39,127.0840381,37.53463405
39,126.8376614,37.49294851
39,126.9531867,37.47370984
39,127.0522496,37.55074215
39,127.0599462,37.5895291
39,127.0792574,37.57968469
39,127.0983262,37.61400227
39,127.0675304,37.64904569
39,127.0117006,37.51903408
39,126.9825529,37.47925026
39,126.9950363,37.47299474
39,127.0279354,37.63627517
39,127.0770739,37.5652553
39,126.8164618,37.58476484
39,127.128095,37.55190676
39,127.0737078,37.55983509
39,127.0722508,37.61661466
40,127.1034226,37.50766
40,127.0668206,37.57603432
40,127.129303,37.53658752
40,126.8602541,37.49667843
40,127.0751929,37.49764689
40,126.9060274,37.57353209
40,126.8771776,37.50217699
40,126.9022103,37.48427922
40,126.8475203,37.52995871
40,127.0169049,37.58936078
40,127.058973,37.56248502
40,126.8270683,37.53885739
40,126.8608626,37.55797338
40,126.8316682,37.53077141
40,126.8374145,37.52088897
40,127.1317174,37.50594889
40,127.032418,37.64440506
40,126.8978669,37.46172322
40,127.0609412,37.61296776
40,127.0413863,37.66066431
40,127.075778,37.59409379
40,126.929239,37.49973594
40,127.0840381,37.53463405
40,126.8376614,37.49294851
40,126.9531867,37.47370984
40,127.0522496,37.55074215
40,127.0599462,37.5895291
40,127.0792574,37.57968469
40,127.0983262,37.61400227
40,127.0675304,37.64904569
40,127.0117006,37.51903408
40,126.9825529,37.47925026
40,126.9950363,37.47299474
40,127.0279354,37.63627517
40,127.0770739,37.5652553
40,126.8164618,37.58476484
40,127.128095,37.55190676
40,126.9649835,37.5638992
40,127.0737078,37.55983509
40,127.0722508,37.61661466
41,127.1034226,37.50766
41,127.0668206,37.57603432
41,127.129303,37.53658752
41,126.8602541,37.49667843
41,127.0751929,37.49764689
41,126.9060274,37.57353209
41,126.8771776,37.50217699
41,126.9022103,37.48427922
41,126.8475203,37.52995871
41,127.0169049,37.58936078
41,127.058973,37.56248502
41,126.8270683,37.53885739
41,126.8608626,37.55797338
41,126.8316682,37.53077141
41,126.8374145,37.52088897
41,127.1317174,37.50594889
41,127.032418,37.64440506
41,126.8978669,37.46172322
41,127.0609412,37.61296776
41,127.0413863,37.66066431
41,127.075778,37.59409379
41,126.929239,37.49973594
41,127.0840381,37.53463405
41,126.8376614,37.49294851
41,126.9531867,37.47370984
41,127.0522496,37.55074215
41,127.0599462,37.5895291
41,127.0792574,37.57968469
41,127.0983262,37.61400227
41,127.0675304,37.64904569
41,127.0117006,37.51903408
41,126.9825529,37.47925026
41,126.9950363,37.47299474
41,127.0279354,37.63627517
41,127.0770739,37.5652553
41,126.8164618,37.58476484
41,127.128095,37.55190676
41,126.9649835,37.5638992
41,127.0737078,37.55983509
41,127.0438522,37.62822573
41,127.0722508,37.61661466
42,127.1034226,37.50766
42,127.0668206,37.57603432
42,127.129303,37.53658752
42,126.8602541,37.49667843
42,127.0751929,37.49764689
42,126.9060274,37.57353209
42,126.8771776,37.50217699
42,126.9022103,37.48427922
42,126.8475203,37.52995871
42,127.0169049,37.58936078
42,127.058973,37.56248502
42,126.8270683,37.53885739
42,126.8608626,37.55797338
42,126.8316682,37.53077141
42,126.8374145,37.52088897
42,127.1317174,37.50594889
42,127.032418,37.64440506
42,126.8978669,37.46172322
42,127.0609412,37.61296776
42,127.0413863,37.66066431
42,127.075778,37.59409379
42,126.929239,37.49973594
42,127.0840381,37.53463405
42,126.8376614,37.49294851
42,126.9531867,37.47370984
42,127.0522496,37.55074215
42,127.0599462,37.5895291
42,127.0792574,37.57968469
42,127.0983262,37.61400227
42,127.0675304,37.64904569
42,127.0117006,37.51903408
42,126.9825529,37.47925026
42,126.9950363,37.47299474
42,127.0279354,37.63627517
42,127.0770739,37.5652553
42,126.8164618,37.58476484
42,127.128095,37.55190676
42,126.9649835,37.5638992
42,127.0737078,37.55983509
42,127.0438522,37.62822573
42,126.8301412,37.57492854
42,127.0722508,37.61661466
43,127.1034226,37.50766
43,127.0668206,37.57603432
43,127.129303,37.53658752
43,126.8602541,37.49667843
43,127.0751929,37.49764689
43,126.9060274,37.57353209
43,126.8771776,37.50217699
43,126.9022103,37.48427922
43,126.8475203,37.52995871
43,127.0169049,37.58936078
43,127.058973,37.56248502
43,126.8270683,37.53885739
43,126.8608626,37.55797338
43,126.8316682,37.53077141
43,126.8374145,37.52088897
43,127.1317174,37.50594889
43,127.032418,37.64440506
43,126.8978669,37.46172322
43,127.0609412,37.61296776
43,127.0413863,37.66066431
43,127.075778,37.59409379
43,126.929239,37.49973594
43,127.0840381,37.53463405
43,126.8376614,37.49294851
